ID,DemAffl,DemAge,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,PromClass_Dummy_Platinum,PromClass_Dummy_Gold,PromClass_Dummy_Silver,DemAffl_M,DemAge_M,PromTime_M,DemClusterGroup_M,DemGender_M,DemReg_M,DemTVReg_M,RND
18523544,6,51,A,U,Scottish,N Scot,Silver,50,10,0,0,0,1,0,0,0,0,0,0,0,0.1827873165
18525113,9,52,C,F,Midlands,Wales & West,Gold,10600,8,0,0,1,0,0,0,0,0,0,0,0,0.4334648943
18526837,7,62,B,M,South East,London,Gold,6453.35,7,0,0,1,0,0,0,0,0,0,0,0,0.5820530404
18528015,9,48,A,M,South East,S & S East,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.5820837499
18528074,10,52,B,U,Scottish,C Scotland,Gold,18000,2,0,0,1,0,0,0,0,0,1,0,0,0.493638376
18532667,7,42,E,F,Midlands,Wales & West,Tin,0.01,6,0,0,0,0,0,0,0,0,0,0,0,0.5175961161
18535461,4,59,E,F,Midlands,East,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.3394614059
18536646,14,65,U,F,South East,S & S East,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.1862665043
18536824,8,76,B,F,South West,S West,Gold,12000.01,7,0,0,1,0,0,0,0,0,0,0,0,0.0889279517
18537510,12,71,D,F,Scottish,Border,Silver,500,10,0,0,0,1,0,0,0,0,0,0,0,0.4794388108
18540155,11,48,D,U,Midlands,Midlands,Silver,0.02,4,0,0,0,1,0,0,0,0,1,0,0,0.4851753071
18545467,7,54,F,F,South East,S & S East,Gold,20000,24,0,0,1,0,0,1,0,0,0,0,0,0.3016156733
18545688,9,74,C,F,South West,S West,Platinum,20765.47,3,0,1,0,0,0,0,0,0,0,0,0,0.2325606459
18549365,5,73,C,M,South East,S & S East,Silver,1200,12,0,0,0,1,0,0,0,0,0,0,0,0.5148151147
18549543,8,62,B,U,South East,S & S East,Silver,75.01,4,0,0,0,1,0,0,0,0,1,0,0,0.2032856565
18550312,14,62,B,F,South West,S West,Gold,12000,5,1,0,1,0,0,0,0,0,0,0,0,0.0126471263
18551068,6,71,D,U,South East,London,Silver,3000.01,33,0,0,0,1,0,0,0,0,1,0,0,0.3601949142
18551831,9,34,U,F,South West,S West,Tin,0.01,5,1,0,0,0,0,0,0,1,0,0,0,0.5624602803
18552625,12,47,D,U,South East,London,Silver,50,10,0,0,0,1,0,0,0,0,1,0,0,0.0417607622
18554245,13,77,F,F,South West,S West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.4487403629
18554342,8,52,B,M,South East,London,Silver,5000,1,0,0,0,1,0,0,0,0,0,0,0,0.2727584128
18554806,7,66,B,F,South East,S & S East,Gold,6000,4,0,0,1,0,0,0,0,0,0,0,0,0.2242146471
18559883,7,34,F,M,South East,London,Silver,420,7,0,0,0,1,0,0,0,0,0,0,0,0.0585035417
18560555,10,35,D,F,North,N West,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.2596616485
18561233,8,55,A,F,South East,S & S East,Gold,6000,4,0,0,1,0,0,0,0,0,0,0,0,0.2254335206
18563309,12,54,D,M,North,N East,Tin,0.01,8,0,0,0,0,0,1,0,0,0,0,0,0.3119369071
18563848,9,44,F,F,North,N West,Silver,3000,8,0,0,0,1,0,0,0,0,0,0,0,0.5896071468
18567045,18,34,E,F,Midlands,East,Gold,12000,8,1,0,1,0,0,0,0,0,0,0,0,0.5777597803
18567355,5,67,F,U,North,Yorkshire,Silver,1000,1,0,0,0,1,0,0,0,0,0,0,0,0.0673197536
18569234,9,53,F,U,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.350460326
18569447,4,51,F,M,South East,S & S East,Silver,50,9,0,0,0,1,0,0,0,0,0,0,0,0.2704264663
18569544,6,73,F,F,Midlands,Wales & West,Silver,480,5,0,0,0,1,0,0,0,0,0,0,0,0.522695977
18570372,8,59,D,M,Midlands,East,Silver,5000,3,0,0,0,1,1,0,0,0,0,0,0,0.1124101007
18571948,6,44,D,F,North,Yorkshire,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.202981121
18572065,10,53,F,F,South East,London,Silver,1360,9,0,0,0,1,0,0,0,0,0,0,0,0.2664220372
18572871,7,75,B,F,Midlands,Midlands,Silver,1020,0,0,0,0,1,0,0,0,0,0,0,0,0.4636424372
18573738,6,54,A,F,South East,S & S East,Silver,3000,23,0,0,0,1,0,1,0,0,0,0,0,0.2186642076
18574211,4,53,C,M,South East,S & S East,Gold,6000,6,0,0,1,0,0,0,0,0,0,0,0,0.4690216828
18575285,6,63,F,F,Midlands,Midlands,Silver,5000,4,0,0,0,1,0,0,0,0,0,0,0,0.0382062774
18576826,3,27,F,F,South East,London,Silver,420.01,5,1,0,0,1,0,0,0,0,0,0,0,0.2046097117
18577571,9,60,F,M,Midlands,Wales & West,Gold,12000,11,0,0,1,0,0,0,0,0,0,0,0,0.1791658044
18579620,12,33,C,F,Midlands,Wales & West,Silver,4500,4,1,0,0,1,0,0,0,0,0,0,0,0.0031239879
18581501,8,67,F,M,Midlands,Midlands,Silver,2000,7,1,0,0,1,0,0,0,0,0,0,0,0.5199775964
18584179,14,43,D,M,South East,London,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.0644197595
18584330,9,29,F,F,North,Yorkshire,Silver,840,3,1,0,0,1,0,0,0,0,0,0,0,0.1949622744
18584357,7,44,D,M,Midlands,Midlands,Silver,3020,5,0,0,0,1,0,0,0,0,0,0,0,0.5568870406
18585094,10,54,C,F,South East,S & S East,Tin,0.01,5,1,0,0,0,0,1,0,0,0,0,0,0.4376368869
18585337,5,46,D,U,Midlands,East,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.1728711609
18588190,8,57,D,F,South East,London,Tin,0.01,9,0,0,0,0,0,0,0,0,0,0,0,0.145579076
18588786,11,53,B,U,Midlands,Midlands,Silver,15,8,0,0,0,1,0,0,0,0,1,0,0,0.507346649
18589758,6,54,D,M,Midlands,East,Gold,6000,2,0,0,1,0,0,1,0,0,0,0,0,0.0437507434
18590314,10,54,B,F,South East,S & S East,Gold,6400,2,1,0,1,0,0,0,0,0,0,0,0,0.3948385764
18590926,10,75,B,M,South West,S West,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,0.0108170467
18591329,10,47,F,M,Midlands,Midlands,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.2532645544
18592732,6,64,A,F,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.1304254179
18593704,9,60,B,F,South East,London,Silver,4000,1,0,0,0,1,0,0,0,0,0,0,0,0.4919573546
18595111,10,64,C,M,North,N West,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.3159278218
18595219,9,36,C,F,South East,London,Silver,2500,3,1,0,0,1,0,0,0,0,0,0,0,0.2371119271
18596894,11,70,D,F,Midlands,Midlands,Silver,1000,2,1,0,0,1,0,0,0,0,0,0,0,0.1885052622
18603297,8,52,A,F,Scottish,C Scotland,Gold,6053.35,6,0,0,1,0,0,0,0,0,0,0,0,0.1173198084
18603378,5,54,F,U,South East,London,Tin,0.01,7,0,0,0,0,0,1,0,0,0,0,0,0.2022638471
18603424,5,54,B,M,South East,London,Platinum,21000,5,0,1,0,0,0,1,0,0,0,0,0,0.1313977224
18603572,7,65,E,F,North,N West,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.2597560777
18604544,12,42,D,F,Midlands,East,Silver,100,9,0,0,0,1,0,0,0,0,0,0,0,0.4909466056
18608248,3,68,B,F,Scottish,C Scotland,Silver,5000,1,0,0,0,1,0,0,0,0,0,0,0,0.4564722657
18609104,6,47,C,F,South East,S & S East,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.2208623547
18610439,13,38,C,U,Midlands,Midlands,Silver,5000,5,0,0,0,1,0,0,0,0,0,0,0,0.5054282367
18612490,14,58,B,F,North,N West,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.2273866954
18614248,6,73,E,M,South East,London,Gold,6053.35,11,0,0,1,0,0,0,0,0,0,0,0,0.3493868831
18617115,10,68,A,F,South East,London,Gold,12053.35,5,0,0,1,0,0,0,1,0,0,0,0,0.369510051
18617662,6,53,E,F,Unknown,Unknown,Silver,300,9,0,0,0,1,0,0,0,0,0,1,1,0.0452883137
18617824,19,45,D,F,Midlands,Midlands,Tin,0.01,6,1,0,0,0,0,0,0,0,0,0,0,0.5988720719
18619185,9,50,D,F,South East,London,Gold,6053.35,6,0,0,1,0,0,0,0,0,0,0,0,0.0870553744
18619940,9,62,B,F,Scottish,C Scotland,Platinum,21000,12,0,1,0,0,0,0,0,0,0,0,0,0.1334987791
18620604,6,68,C,M,South East,London,Silver,3000,3,0,0,0,1,0,0,0,0,0,0,0,0.2246336966
18621880,12,52,B,M,North,Yorkshire,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.4808063528
18627579,10,41,D,F,South East,S & S East,Tin,0.01,6,1,0,0,0,0,0,0,0,0,0,0,0.3558124329
18627773,5,75,B,M,North,N East,Silver,5000,2,0,0,0,1,0,0,0,0,0,0,0,0.0343558048
18630235,15,31,F,F,South East,London,Silver,35,2,1,0,0,1,0,0,0,0,0,0,0,0.3215324247
18630731,9,58,C,F,Midlands,Wales & West,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.4402384588
18633471,10,46,E,F,South East,London,Silver,2000,11,0,0,0,1,0,0,0,0,0,0,0,0.161717929
18633943,16,72,D,F,Scottish,Border,Silver,4884.25,14,1,0,0,1,0,0,0,0,0,0,0,0.4804713053
18634737,5,72,E,M,South East,London,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,0.5175518484
18635385,8,74,D,F,Midlands,Midlands,Gold,12053.35,5,1,0,1,0,0,0,0,0,0,0,0,0.0577238403
18635997,7,45,B,U,South East,London,Silver,100.01,9,0,0,0,1,0,0,0,0,1,0,0,0.1910938738
18636853,18,37,F,F,Midlands,Wales & West,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0066147386
18637035,10,71,B,M,South West,S West,Silver,2500.8,8,0,0,0,1,0,0,0,0,0,0,0,0.2577130661
18638988,7,72,B,F,Midlands,Wales & West,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.4604443677
18639976,10,42,D,F,North,N West,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.2474955317
18640923,6,44,F,U,North,Yorkshire,Silver,500,9,0,0,0,1,0,0,0,0,0,0,0,0.4321537318
18641326,9,54,A,F,North,N East,Gold,12000,8,0,0,1,0,0,1,0,0,0,0,0,0.5026922149
18641997,9,53,C,M,North,N East,Silver,3000,13,0,0,0,1,0,0,0,0,0,0,0,0.2834279692
18642233,6,25,F,M,Scottish,C Scotland,Tin,0.01,7,1,0,0,0,0,0,0,0,0,0,0,0.5257612055
18643744,8,27,F,F,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.2838993041
18651089,8,51,B,U,Midlands,Wales & West,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.049334046
18652352,3,30,A,M,South East,S & S East,Silver,3000,3,0,0,0,1,0,0,0,0,0,0,0,0.0400963067
18653200,10,58,A,M,North,N East,Silver,3000,8,0,0,0,1,0,0,0,0,0,0,0,0.1859984003
18654878,9,40,B,F,Midlands,Wales & West,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.0743154623
18656722,11,42,A,U,South East,London,Gold,6000,4,0,0,1,0,0,0,0,0,0,0,0,0.0407686704
18658296,18,37,F,F,South West,S West,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.4699569491
18658881,10,55,C,F,South East,S & S East,Gold,6053.35,7,0,0,1,0,0,0,0,0,0,0,0,0.1888107481
18661084,4,66,B,M,South West,S West,Gold,12053.35,5,0,0,1,0,0,0,0,0,0,0,0,0.1508413545
18661815,6,57,F,F,Midlands,Wales & West,Platinum,20607.9,3,0,1,0,0,0,0,0,0,0,0,0,0.537093546
18672159,8,41,C,U,South East,London,Tin,0.01,6,0,0,0,0,0,0,0,0,1,0,0,0.3424904185
18679854,11,74,A,F,South East,London,Platinum,50000,32,0,1,0,0,0,0,0,0,0,0,0,0.3871294904
18680232,11,65,A,F,South East,London,Silver,1500,10,0,0,0,1,0,0,0,0,0,0,0,0.5125031129
18682685,11,57,D,F,Scottish,C Scotland,Silver,3555.3,3,0,0,0,1,0,0,0,0,0,0,0,0.1206813651
18684262,5,63,B,F,South East,London,Tin,0.01,10,0,0,0,0,0,0,0,0,0,0,0,0.2780015805
18688799,8,37,F,F,South East,London,Tin,0.01,7,1,0,0,0,0,0,0,0,0,0,0,0.1450928078
18688810,6,65,F,F,Midlands,Wales & West,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.2592713243
18692818,5,45,D,U,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.4557618263
18693210,9,63,A,U,South East,London,Gold,6000,3,1,0,1,0,0,0,0,0,0,0,0,0.3126440222
18693601,12,62,C,F,South East,London,Silver,1000,5,1,0,0,1,0,0,0,0,0,0,0,0.5812082233
18703208,7,53,E,F,North,N West,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.47295394
18703356,6,37,F,F,Midlands,Midlands,Tin,0.01,9,1,0,0,0,0,0,0,0,0,0,0,0.2535973495
18705030,7,69,B,F,South East,London,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.4537960512
18713580,8,28,C,F,Midlands,Wales & West,Gold,7555.32,9,1,0,1,0,0,0,0,0,0,0,0,0.3730172307
18715222,14,58,C,U,South East,London,Silver,1053.73,5,0,0,0,1,0,0,0,0,1,0,0,0.1707485156
18715931,15,29,D,F,Midlands,Midlands,Silver,100,2,1,0,0,1,0,0,0,0,0,0,0,0.4406458733
18720412,11,53,C,F,Midlands,Wales & West,Silver,50.01,9,1,0,0,1,0,0,0,0,0,0,0,0.2001383175
18723470,8,47,F,M,Midlands,Midlands,Gold,18000,2,0,0,1,0,0,0,0,0,0,0,0,0.0829420719
18726917,7,46,C,F,Midlands,Wales & West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.5136179423
18728960,9,37,D,M,Scottish,C Scotland,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.4528295274
18729770,10,77,E,U,Midlands,Midlands,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,0.1728699525
18735916,9,69,B,U,Midlands,Midlands,Gold,6053.35,5,0,0,1,0,0,0,0,0,1,0,0,0.5098726566
18741967,8,37,A,F,South East,London,Silver,1800,4,1,0,0,1,0,0,0,0,0,0,0,0.3638842536
18742734,5,65,B,F,North,N West,Silver,4000,14,0,0,0,1,0,0,0,0,0,0,0,0.2707963303
18745385,7,51,B,F,South East,London,Silver,1000,4,0,0,0,1,0,0,0,0,0,0,0,0.0377665446
18746020,7,45,C,F,South East,London,Silver,2700,12,0,0,0,1,0,0,0,0,0,0,0,0.1438947656
18749038,3,65,C,M,South West,S West,Silver,500,5,0,0,0,1,0,0,0,0,0,0,0,0.4902638162
18751202,7,61,F,M,South East,S & S East,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.4684186305
18755712,8,37,F,M,South West,S West,Tin,0.01,5,1,0,0,0,1,0,0,0,0,0,0,0.4974458807
18756018,3,54,D,U,South West,S West,Tin,0.01,8,0,0,0,0,0,0,0,0,1,0,0,0.3443870956
18756891,6,69,B,M,South East,S & S East,Gold,10000,1,0,0,1,0,0,0,0,0,0,0,0,0.2859080938
18759068,22,35,F,F,North,Yorkshire,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.3687134988
18759505,14,63,E,F,South East,London,Platinum,21053.82,5,0,1,0,0,0,0,1,0,0,0,0,0.2177143606
18761550,8,52,C,M,Midlands,East,Silver,550,9,0,0,0,1,0,0,0,0,0,0,0,0.3333874426
18763421,6,46,C,M,Midlands,East,Platinum,25000,1,0,1,0,0,0,0,0,0,0,0,0,0.0706632319
18764347,6,54,B,M,North,N East,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0153070386
18764533,8,52,D,M,South East,S & S East,Silver,3000,3,0,0,0,1,0,0,0,0,0,0,0,0.3846018409
18771203,8,54,D,F,North,N West,Tin,0.01,5,1,0,0,0,0,1,0,0,0,0,0,0.4023380538
18771661,8,62,D,M,South East,S & S East,Silver,4184.69,9,0,0,0,1,1,0,0,0,0,0,0,0.1226144005
18777430,7,37,D,F,Midlands,Wales & West,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.3327866696
18781918,9,55,C,U,Midlands,Midlands,Silver,300,8,0,0,0,1,0,0,0,0,0,0,0,0.058809754
18783074,8,65,B,F,South East,S & S East,Silver,3000,5,0,0,0,1,1,0,0,0,0,0,0,0.056100667
18785441,5,54,C,M,South East,London,Gold,11748.04,3,0,0,1,0,0,0,0,0,0,0,0,0.0915775914
18785530,7,71,C,M,South East,S & S East,Gold,7628.69,13,0,0,1,0,0,0,0,0,0,0,0,0.2295554626
18785808,11,56,B,F,South East,London,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.5423756528
18786960,7,43,F,F,Midlands,East,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.5698744001
18790623,7,54,A,M,Midlands,Midlands,Gold,9800,22,0,0,1,0,0,1,0,0,0,0,0,0.2049783492
18791409,11,68,B,F,North,N West,Silver,1000,9,0,0,0,1,0,0,0,0,0,0,0,0.5028274606
18802206,19,30,C,F,South East,London,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.5874149891
18802788,12,47,E,U,South East,London,Tin,0.01,4,1,0,0,0,0,0,0,0,1,0,0,0.5299262779
18802923,9,68,C,F,South East,London,Silver,5000,12,0,0,0,1,0,0,0,0,0,0,0,0.11748011
18808905,8,68,C,M,North,N West,Gold,12148.62,9,0,0,1,0,1,0,0,0,0,0,0,0.32131704
18811434,15,43,D,F,South East,London,Silver,3000,5,1,0,0,1,0,0,0,0,0,0,0,0.1776242411
18814433,7,37,B,F,North,Yorkshire,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.565112626
18820042,9,78,A,M,South East,London,Silver,1500,5,0,0,0,1,0,0,0,0,0,0,0,0.3192411984
18822479,9,39,D,F,North,Yorkshire,Silver,420.01,4,1,0,0,1,0,0,0,0,0,0,0,0.5596941479
18823343,12,45,B,M,Midlands,Midlands,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.4600673716
18824536,9,69,B,M,North,N West,Silver,500,9,0,0,0,1,0,0,0,0,0,0,0,0.5099250644
18830722,9,49,U,M,Unknown,Unknown,Silver,1000,7,0,0,0,1,0,0,0,0,0,1,1,0.2139253995
18835120,12,59,C,F,North,N West,Gold,6053.35,7,0,0,1,0,0,0,0,0,0,0,0,0.4727139373
18852084,6,41,C,F,South East,London,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.1751859128
18853218,4,38,D,F,North,N West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.1260101679
18854486,11,54,B,U,South East,S & S East,Silver,1000,5,0,0,0,1,0,0,0,0,0,0,0,0.5901241734
18856306,21,52,E,F,South West,S West,Silver,1000,1,1,0,0,1,0,0,0,0,0,0,0,0.3888394793
18861350,8,77,B,U,South West,S West,Gold,12000,21,1,0,1,0,0,0,0,0,0,0,0,0.0674143485
18863868,10,63,F,F,Midlands,Midlands,Tin,0.01,6,1,0,0,0,0,0,0,0,0,0,0,0.2228137335
18864198,8,51,F,U,South East,London,Tin,0.01,8,0,0,0,0,1,0,0,0,0,0,0,0.1422464089
18867391,2,58,U,U,South West,S West,Silver,3500,9,0,0,0,1,0,0,0,1,1,0,0,0.0229164059
18867790,3,38,B,F,South West,S West,Platinum,46893.86,5,0,1,0,0,0,0,0,0,0,0,0,0.2583637965
18870074,10,55,C,F,South East,London,Silver,967.99,17,0,0,0,1,0,0,0,0,0,0,0,0.4446228507
18870163,10,50,D,M,South East,London,Gold,12000.01,8,0,0,1,0,0,0,0,0,0,0,0,0.5912463845
18870961,8,63,C,F,South East,London,Gold,6053.35,6,0,0,1,0,0,0,0,0,0,0,0,0.4746999594
18873561,12,63,B,M,South East,S & S East,Silver,600,4,0,0,0,1,0,0,0,0,0,0,0,0.2873485681
18878482,8,37,C,F,Midlands,Midlands,Gold,13500,9,1,0,1,0,0,0,0,0,0,0,0,0.5432776904
18879926,13,49,B,U,South East,S & S East,Silver,1000,2,0,0,0,1,0,0,0,0,0,0,0,0.0919380449
18882978,7,54,D,F,Scottish,N Scot,Gold,14664.61,1,0,0,1,0,0,1,0,0,0,0,0,0.1743222793
18888143,13,31,B,F,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.3054289
18889107,16,54,D,M,Unknown,Unknown,Tin,0.01,5,0,0,0,0,0,0,0,0,0,1,1,0.4927475795
18891713,14,77,U,U,North,N West,Gold,12106.7,7,1,0,1,0,0,0,0,1,0,0,0,0.0368173574
18895913,6,54,E,M,South East,London,Gold,15350,11,0,0,1,0,0,1,0,0,0,0,0,0.1002219632
18898203,7,56,F,F,North,N West,Gold,6000,1,1,0,1,0,0,0,0,0,0,0,0,0.0839453005
18901530,7,60,C,F,South East,London,Gold,8553.35,7,0,0,1,0,0,0,0,0,0,0,0,0.0184063059
18904793,7,68,F,M,North,N West,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,0.0733364532
18904998,15,71,B,M,South East,London,Gold,12000,8,0,0,1,0,0,0,0,0,0,0,0,0.45492205
18913091,4,62,D,U,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.2015255095
18913563,6,53,D,U,Midlands,Midlands,Silver,3000,3,0,0,0,1,0,0,0,0,1,0,0,0.3994900758
18917887,9,54,C,F,South East,London,Tin,0.01,6,1,0,0,0,0,1,0,0,0,0,0,0.474284495
18918441,9,29,E,F,South East,London,Silver,190,3,1,0,0,1,0,0,0,0,0,0,0,0.1276656041
18919235,17,44,D,M,Midlands,Midlands,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.5950181832
18920527,10,54,C,U,Midlands,East,Platinum,20218.54,8,0,1,0,0,0,1,0,0,1,0,0,0.3549001023
18921205,7,35,F,F,Scottish,Border,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.5931218497
18922139,12,47,E,M,Midlands,Midlands,Gold,8500,5,0,0,1,0,0,0,0,0,0,0,0,0.4447165967
18923739,14,33,E,F,South East,London,Silver,2800.02,8,1,0,0,1,0,0,0,0,0,0,0,0.1170018637
18926061,11,54,D,U,North,N East,Gold,6000,3,0,0,1,0,0,1,0,0,1,0,0,0.2738781615
18933483,8,55,D,F,South West,S West,Silver,2000,5,0,0,0,1,0,0,0,0,0,0,0,0.024457789
18935834,8,36,C,F,Midlands,Midlands,Silver,4500,5,1,0,0,1,0,0,0,0,0,0,0,0.5257061899
18939686,4,59,B,F,North,N East,Gold,9900,5,1,0,1,0,0,0,0,0,0,0,0,0.5596808864
18952828,17,60,A,M,South East,London,Gold,10000,4,1,0,1,0,0,0,0,0,0,0,0,0.3963760386
18954006,13,70,F,U,North,N West,Silver,500,1,0,0,0,1,0,0,0,0,1,0,0,0.3035343435
18958818,4,64,D,M,Midlands,Midlands,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.1528988952
18961878,5,58,E,U,South East,London,Gold,6000,1,0,0,1,0,0,0,0,0,1,0,0,0.1255423246
18963862,8,48,B,F,Midlands,Midlands,Silver,2428.33,13,0,0,0,1,0,0,0,0,0,0,0,0.2856999129
18963951,17,75,D,F,South East,S & S East,Silver,1000,5,1,0,0,1,0,0,0,0,0,0,0,0.0774359932
18969984,7,58,A,F,South East,London,Gold,10200,8,0,0,1,0,0,0,0,0,0,0,0,0.5060517953
18970427,9,52,D,U,Midlands,East,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.015267984
18972829,9,31,C,M,South East,London,Silver,2648.25,3,1,0,0,1,0,0,0,0,0,0,0,0.4062349463
18976530,18,53,C,F,South East,London,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.2360113679
18978460,8,49,B,U,Midlands,Wales & West,Tin,0.01,8,0,0,0,0,1,0,0,0,0,0,0,0.547222968
18979335,10,40,D,M,South East,S & S East,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,0.2125137994
18984002,9,60,C,U,South East,London,Platinum,20691.49,3,0,1,0,0,0,0,0,0,1,0,0,0.1581061395
18988970,6,54,D,F,Midlands,Wales & West,Tin,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0.1859844556
18989160,7,59,B,F,Midlands,Midlands,Gold,11701.6,2,0,0,1,0,0,0,0,0,0,0,0,0.1851995705
18995381,5,71,A,F,Midlands,Wales & West,Silver,4000,1,1,0,0,1,0,0,0,0,0,0,0,0.5948125094
18999271,3,54,F,M,South East,London,Silver,500,9,1,0,0,1,0,1,0,0,0,0,0,0.1591601778
18999565,14,32,F,F,Midlands,East,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.2092950736
19000154,11,43,C,F,North,N West,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0965222214
19000545,5,57,C,F,Midlands,Wales & West,Gold,9000,6,0,0,1,0,0,0,0,0,0,0,0,0.4967619951
19002327,11,54,E,F,Midlands,Wales & West,Silver,3000,1,1,0,0,1,0,1,0,0,0,0,0,0.2105815933
19005512,11,42,D,U,South East,S & S East,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.1985885795
19416431,10,78,C,F,South East,London,Silver,1039.98,8,0,0,0,1,0,0,0,0,0,0,0,0.3746485563
19417845,6,51,D,M,Midlands,Midlands,Tin,0.01,11,0,0,0,0,0,0,0,0,0,0,0,0.3686648479
19422490,6,70,E,F,Scottish,C Scotland,Gold,10000,1,0,0,1,0,0,0,0,0,0,0,0,0.3746423611
19424264,15,31,D,F,South East,S & S East,Silver,100.01,6,1,0,0,1,0,0,0,0,0,0,0,0.1120741484
19431538,11,39,D,U,South East,S & S East,Platinum,30238.38,7,1,1,0,0,0,0,0,0,1,0,0,0.5870578459
19451954,8,71,B,F,North,N West,Platinum,23587.02,7,0,1,0,0,0,0,0,0,0,0,0,0.1956577199
19456883,5,37,D,M,Midlands,Wales & West,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.3864883759
19459939,10,54,D,M,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,1,0,0,0,0,0,0.1907357681
19486332,8,40,B,U,Scottish,N Scot,Silver,480,21,0,0,0,1,0,0,0,0,0,0,0,0.1577850544
19489617,3,62,D,F,Midlands,Midlands,Silver,50.01,10,0,0,0,1,0,0,0,0,0,0,0,0.5676691484
19490690,7,40,B,F,Scottish,C Scotland,Silver,2000,3,0,0,0,1,0,0,0,0,0,0,0,0.3305433119
19547145,15,74,C,U,Midlands,Midlands,Silver,2000,1,1,0,0,1,0,0,0,0,0,0,0,0.4447943114
19549490,7,54,B,M,South East,London,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.4741180006
19567367,10,76,A,F,North,N West,Tin,0.01,6,0,0,0,0,0,0,0,0,0,0,0,0.1952694213
19568967,7,42,F,M,North,N West,Silver,269.52,10,0,0,0,1,0,0,0,0,0,0,0,0.573203692
19571380,8,47,D,U,North,N West,Tin,0.01,7,0,0,0,0,1,0,0,0,1,0,0,0.1638593521
19580517,15,37,C,F,North,N West,Tin,0.01,4,1,0,0,0,0,0,0,0,0,0,0,0.486397553
