@relation 'organics_Training-weka.filters.unsupervised.attribute.Remove-R1,4,6-10,12-14,17-18,20-22-weka.filters.unsupervised.attribute.NumericToNominal-R3-7'

@attribute DemAffl numeric
@attribute DemAge numeric
@attribute DemGender {U,F,M}
@attribute TargetBuy {0,1}
@attribute DemAffl_M {0,1}
@attribute DemAge_M {0,1}
@attribute DemGender_M {0,1}

@data
15,37,F,1,0,0,0
4,45,F,0,0,0,0
6,68,U,0,0,0,1
9,49,F,0,0,0,0
14,67,U,0,0,0,1
6,45,M,0,0,0,0
2,68,M,0,0,0,0
9,39,U,0,0,0,1
12,58,F,1,0,0,0
11,35,M,1,0,0,0
5,40,F,0,0,0,0
10,76,U,0,0,0,0
10,36,U,1,0,0,0
8,45,F,0,0,0,0
9,51,F,0,0,0,0
9,37,F,0,0,0,0
9,64,M,0,0,0,0
8,57,U,0,0,0,1
15,33,F,1,0,0,0
7,78,F,0,0,0,0
6,72,F,0,0,0,0
8,56,M,1,0,0,0
9,51,F,0,0,0,0
7,54,M,0,0,0,0
4,54,F,0,0,1,0
9,48,F,0,0,0,0
11,60,M,0,0,0,0
6,48,F,0,0,0,0
10,52,F,0,0,0,0
8,54,F,1,0,1,0
7,47,F,0,0,0,0
7,54,U,0,0,1,1
10,63,M,0,0,0,0
11,37,F,0,0,0,0
11,57,F,0,0,0,0
4,37,F,1,0,0,0
8,41,F,0,0,0,0
4,40,F,0,0,0,0
11,72,M,0,0,0,0
5,58,M,0,0,0,0
6,58,M,0,0,0,0
5,40,F,0,0,0,0
5,53,F,0,0,0,0
11,57,U,0,0,0,1
12,37,F,1,0,0,0
13,55,M,1,0,0,0
4,67,F,0,0,0,0
15,67,F,1,0,0,0
9,54,F,1,0,1,0
4,73,F,0,0,0,0
7,46,F,0,0,0,0
6,32,F,1,0,0,0
12,36,F,1,0,0,0
8,71,M,0,1,0,0
10,41,M,0,0,0,0
9,74,F,1,0,0,0
9,56,F,0,0,0,0
6,30,M,0,0,0,0
10,37,F,0,0,0,0
6,67,M,0,0,0,0
8,54,M,0,1,1,0
9,66,F,0,0,0,0
6,64,F,0,0,0,0
8,23,F,1,1,0,0
9,65,F,0,0,0,0
8,59,F,0,0,0,0
9,51,M,0,0,0,0
16,54,F,1,0,1,0
8,44,F,0,0,0,0
12,47,F,0,0,0,0
9,38,F,1,0,0,0
9,46,F,0,0,0,0
9,58,M,0,0,0,0
10,51,F,1,0,0,0
9,65,F,1,0,0,0
12,65,F,0,0,0,0
9,54,F,0,0,1,0
4,66,F,0,0,0,0
7,57,F,0,0,0,0
8,40,U,0,0,0,1
5,76,F,0,0,0,0
9,65,F,0,0,0,0
5,54,F,0,0,1,0
13,30,M,0,0,0,0
5,50,F,0,0,0,0
6,32,F,0,0,0,0
11,56,F,0,0,0,0
15,55,F,1,0,0,0
9,52,U,0,0,0,0
5,48,F,0,0,0,0
4,68,F,0,0,0,0
9,34,F,0,0,0,0
6,50,F,0,0,0,0
5,37,F,0,0,0,0
10,38,M,0,0,0,0
4,53,F,0,0,0,0
7,48,M,0,0,0,0
11,71,M,1,0,0,0
8,40,F,1,0,0,0
6,50,M,0,0,0,0
10,57,M,0,0,0,0
9,36,F,0,0,0,0
9,40,F,0,0,0,0
6,67,F,1,0,0,0
10,67,M,0,0,0,0
11,37,M,1,0,0,0
11,45,M,0,0,0,0
5,25,F,0,0,0,0
8,51,U,0,0,0,0
8,48,U,0,1,0,1
20,54,U,1,0,1,1
9,47,F,0,0,0,0
7,36,F,0,0,0,0
8,49,F,0,0,0,0
6,37,F,0,0,0,0
5,58,U,0,0,0,1
8,45,F,0,0,0,0
7,57,M,0,0,0,0
7,37,M,1,0,0,0
6,63,U,0,0,0,0
7,54,F,0,0,0,0
10,77,F,0,0,0,0
9,47,F,0,0,0,0
10,57,M,0,0,0,0
15,56,F,1,0,0,0
9,56,F,1,0,0,0
8,40,M,0,1,0,0
9,40,F,1,0,0,0
4,63,F,0,0,0,0
6,50,U,0,0,0,1
10,54,F,1,0,0,0
7,70,M,0,0,0,0
12,79,F,0,0,0,0
7,50,F,0,0,0,0
9,73,F,1,0,0,0
5,68,M,0,0,0,0
5,59,M,0,0,0,0
22,32,F,1,0,0,0
4,56,F,0,0,0,0
7,74,F,0,0,0,0
7,45,M,0,0,0,0
6,59,F,0,0,0,0
16,40,F,1,0,0,0
11,60,F,0,0,0,0
8,64,U,0,0,0,1
9,64,F,0,0,0,0
11,48,F,0,0,0,0
7,39,F,1,0,0,0
8,47,F,0,1,0,0
4,70,M,0,0,0,0
3,47,M,1,0,0,0
7,54,M,0,0,1,0
5,71,F,0,0,0,0
7,41,F,0,0,0,0
6,55,U,0,0,0,0
8,54,F,0,1,1,0
8,65,F,0,0,0,0
8,69,F,1,0,0,0
8,68,M,0,0,0,0
8,63,M,0,0,0,0
9,54,M,0,0,1,0
9,42,F,1,0,0,0
9,59,M,1,0,0,0
15,77,M,1,0,0,0
8,43,F,0,0,0,0
9,36,F,0,0,0,0
5,47,M,0,0,0,0
4,42,U,0,0,0,1
6,55,F,0,0,0,0
2,74,U,0,0,0,0
8,37,U,0,0,0,1
10,54,U,0,0,0,0
8,37,F,1,1,0,0
9,54,F,0,0,1,0
10,60,F,0,0,0,0
9,69,F,1,0,0,0
4,70,F,0,0,0,0
3,46,U,0,0,0,1
21,58,U,1,0,0,1
6,65,M,0,0,0,0
7,61,M,0,0,0,0
6,53,F,0,0,0,0
13,44,F,1,0,0,0
10,37,F,0,0,0,0
12,54,F,0,0,1,0
2,54,M,0,0,0,0
5,46,F,0,0,0,0
9,73,F,0,0,0,0
6,58,F,0,0,0,0
15,69,F,1,0,0,0
9,65,M,1,0,0,0
5,54,F,0,0,1,0
14,54,F,0,0,1,0
7,62,M,0,0,0,0
10,74,M,0,0,0,0
4,62,M,0,0,0,0
15,59,F,1,0,0,0
12,45,U,0,0,0,0
6,49,F,0,0,0,0
10,44,F,1,0,0,0
9,56,M,0,0,0,0
12,33,F,0,0,0,0
7,50,M,0,0,0,0
9,28,F,1,0,0,0
10,51,F,0,0,0,0
7,43,F,1,0,0,0
10,60,F,1,0,0,0
6,71,F,0,0,0,0
8,44,U,0,1,0,1
3,79,F,0,0,0,0
10,42,F,0,0,0,0
6,53,F,0,0,0,0
11,55,U,0,0,0,0
10,69,M,0,0,0,0
12,45,F,0,0,0,0
9,54,M,0,0,0,0
8,53,M,0,1,0,0
8,67,F,0,0,0,0
9,45,U,0,0,0,0
8,32,F,1,0,0,0
13,67,U,0,0,0,1
8,44,F,0,0,0,0
12,51,F,0,0,0,0
10,74,U,0,0,0,0
11,62,U,0,0,0,1
7,73,U,0,0,0,0
6,50,F,0,0,0,0
6,40,F,1,0,0,0
6,47,F,0,0,0,0
6,51,M,0,0,0,0
8,53,F,0,1,0,0
3,45,U,0,0,0,0
13,72,F,0,0,0,0
9,27,U,0,0,0,1
9,44,F,0,0,0,0
8,38,U,0,0,0,1
6,54,M,0,0,1,0
8,68,F,0,1,0,0
10,42,U,0,0,0,0
3,54,F,0,0,0,0
5,76,F,0,0,0,0
12,66,F,0,0,0,0
8,41,F,0,0,0,0
5,48,F,0,0,0,0
11,70,U,0,0,0,1
9,29,M,0,0,0,0
9,54,M,0,0,1,0
7,63,F,0,0,0,0
7,60,F,0,0,0,0
7,65,M,0,0,0,0
8,46,M,0,0,0,0
14,54,F,0,0,0,0
15,53,F,1,0,0,0
6,53,U,0,0,0,0
10,70,M,0,0,0,0
11,44,F,0,0,0,0
11,54,F,1,0,1,0
12,35,F,1,0,0,0
10,36,F,0,0,0,0
9,60,F,0,0,0,0
16,58,M,0,0,0,0
14,54,F,0,0,1,0
8,76,M,0,0,0,0
8,68,F,0,1,0,0
8,54,M,0,1,1,0
8,41,F,1,0,0,0
10,54,M,0,0,0,0
5,30,F,1,0,0,0
8,55,M,1,0,0,0
9,64,F,0,0,0,0
7,58,M,0,0,0,0
9,38,U,0,0,0,1
4,73,U,0,0,0,0
11,40,F,1,0,0,0
11,62,F,0,0,0,0
7,63,U,0,0,0,1
8,71,F,0,0,0,0
17,37,M,1,0,0,0
6,46,F,0,0,0,0
9,49,U,0,0,0,1
5,67,U,0,0,0,0
7,53,U,0,0,0,0
12,35,M,0,0,0,0
10,66,F,0,0,0,0
9,39,M,0,0,0,0
8,64,F,0,0,0,0
12,39,M,1,0,0,0
13,26,F,1,0,0,0
7,60,U,0,0,0,0
8,47,F,1,0,0,0
5,55,F,0,0,0,0
9,58,F,0,0,0,0
8,67,F,0,0,0,0
5,58,M,0,0,0,0
5,60,F,0,0,0,0
11,66,U,0,0,0,1
7,74,F,1,0,0,0
7,60,F,0,0,0,0
8,54,F,1,1,1,0
2,75,F,0,0,0,0
3,76,U,0,0,0,0
7,55,U,0,0,0,0
7,40,M,0,0,0,0
13,54,F,1,0,1,0
13,37,M,0,0,0,0
3,54,F,0,0,0,0
9,52,U,0,0,0,1
5,64,F,0,0,0,0
7,67,F,0,0,0,0
9,70,F,0,0,0,0
8,52,M,0,0,0,0
7,59,F,0,0,0,0
8,68,M,0,1,0,0
7,47,F,0,0,0,0
7,34,F,1,0,0,0
10,51,F,1,0,0,0
16,54,F,1,0,1,0
13,49,F,1,0,0,0
12,63,F,0,0,0,0
6,49,F,1,0,0,0
8,56,F,0,1,0,0
10,43,F,0,0,0,0
8,64,U,0,0,0,0
5,66,F,0,0,0,0
9,76,M,0,0,0,0
6,65,F,0,0,0,0
3,60,U,0,0,0,0
10,74,U,0,0,0,0
11,65,M,0,0,0,0
10,55,M,0,0,0,0
14,50,M,1,0,0,0
7,51,F,1,0,0,0
6,73,F,0,0,0,0
14,71,M,0,0,0,0
7,61,F,0,0,0,0
13,63,F,0,0,0,0
8,44,M,0,1,0,0
7,57,M,0,0,0,0
12,54,F,1,0,1,0
8,65,F,0,0,0,0
6,32,M,0,0,0,0
7,59,U,0,0,0,0
10,37,U,0,0,0,1
9,44,M,0,0,0,0
6,64,M,0,0,0,0
5,48,M,0,0,0,0
12,62,F,0,0,0,0
2,65,F,0,0,0,0
11,54,M,0,0,0,0
10,38,F,1,0,0,0
8,54,M,0,0,1,0
3,58,F,1,0,0,0
6,63,F,0,0,0,0
8,54,F,0,0,1,0
16,41,F,1,0,0,0
6,54,F,1,0,1,0
3,77,M,0,0,0,0
11,69,F,0,0,0,0
4,50,M,0,0,0,0
12,77,M,1,0,0,0
9,45,F,0,0,0,0
6,51,F,0,0,0,0
10,60,F,0,0,0,0
12,47,F,0,0,0,0
7,51,F,0,0,0,0
8,47,M,0,1,0,0
6,70,M,0,0,0,0
13,70,M,1,0,0,0
9,36,U,0,0,0,1
11,66,M,0,0,0,0
10,28,F,1,0,0,0
7,68,M,0,0,0,0
11,54,F,0,0,1,0
6,33,U,0,0,0,0
9,64,M,0,0,0,0
9,59,U,0,0,0,1
9,45,F,0,0,0,0
10,42,U,0,0,0,1
10,54,F,1,0,1,0
7,54,F,0,0,0,0
7,64,M,0,0,0,0
7,34,F,1,0,0,0
16,54,F,0,0,1,0
5,70,F,0,0,0,0
3,55,M,0,0,0,0
14,73,F,1,0,0,0
8,46,F,1,1,0,0
5,48,M,0,0,0,0
14,78,F,0,0,0,0
14,67,F,0,0,0,0
7,32,U,0,0,0,0
9,72,F,0,0,0,0
8,57,U,0,0,0,1
10,54,F,0,0,1,0
10,54,F,0,0,1,0
10,58,U,0,0,0,0
11,65,U,0,0,0,1
5,45,F,0,0,0,0
6,63,F,0,0,0,0
6,56,U,0,0,0,1
7,56,U,0,0,0,0
13,32,F,1,0,0,0
7,67,F,0,0,0,0
4,78,F,1,0,0,0
10,54,M,0,0,1,0
5,48,U,0,0,0,1
13,51,F,1,0,0,0
14,49,U,0,0,0,0
8,60,F,1,1,0,0
19,54,F,1,0,0,0
6,73,U,0,0,0,1
9,54,M,0,0,0,0
6,56,F,0,0,0,0
12,47,F,0,0,0,0
12,62,F,0,0,0,0
7,40,F,0,0,0,0
5,48,F,0,0,0,0
8,51,F,1,0,0,0
11,40,M,0,0,0,0
7,46,M,0,0,0,0
11,77,F,0,0,0,0
5,63,M,0,0,0,0
17,54,F,0,0,1,0
9,67,F,0,0,0,0
8,53,F,0,0,0,0
6,50,M,0,0,0,0
13,53,F,1,0,0,0
6,71,M,0,0,0,0
14,58,U,0,0,0,1
5,46,F,0,0,0,0
8,51,M,0,0,0,0
9,54,F,1,0,1,0
8,79,F,0,0,0,0
10,51,U,0,0,0,0
6,48,F,0,0,0,0
9,69,F,0,0,0,0
12,57,F,0,0,0,0
7,48,F,0,0,0,0
13,68,F,1,0,0,0
2,47,M,0,0,0,0
9,62,F,0,0,0,0
10,43,F,0,0,0,0
5,54,M,0,0,0,0
9,62,F,0,0,0,0
5,34,F,1,0,0,0
4,41,F,0,0,0,0
5,45,F,0,0,0,0
8,74,M,0,1,0,0
8,68,U,0,1,0,1
5,71,M,0,0,0,0
11,51,F,0,0,0,0
11,57,F,1,0,0,0
12,35,F,0,0,0,0
11,54,F,0,0,0,0
13,53,U,0,0,0,0
10,74,F,0,0,0,0
4,45,M,0,0,0,0
17,43,F,1,0,0,0
7,68,U,0,0,0,1
9,63,M,0,0,0,0
8,68,F,1,0,0,0
12,66,F,0,0,0,0
8,61,F,0,1,0,0
15,58,F,1,0,0,0
3,54,F,0,0,1,0
4,54,F,0,0,1,0
10,55,F,1,0,0,0
10,38,M,0,0,0,0
8,48,U,0,0,0,1
5,41,M,0,0,0,0
8,59,F,0,1,0,0
6,56,M,0,0,0,0
9,33,F,1,0,0,0
7,77,U,0,0,0,0
4,45,U,0,0,0,1
8,53,U,0,0,0,1
5,73,F,1,0,0,0
8,49,F,0,0,0,0
8,67,U,0,1,0,1
3,59,F,0,0,0,0
12,55,M,1,0,0,0
6,34,F,0,0,0,0
7,67,F,0,0,0,0
22,31,F,1,0,0,0
5,45,M,0,0,0,0
10,68,U,0,0,0,0
7,50,M,0,0,0,0
8,63,F,0,0,0,0
10,77,F,1,0,0,0
8,34,F,1,1,0,0
9,34,U,0,0,0,1
13,58,F,0,0,0,0
8,54,F,1,1,1,0
10,39,M,1,0,0,0
8,63,F,0,0,0,0
6,74,M,0,0,0,0
4,57,F,0,0,0,0
7,51,M,0,0,0,0
7,51,F,0,0,0,0
11,64,M,0,0,0,0
8,75,M,0,0,0,0
8,73,F,1,1,0,0
5,41,F,0,0,0,0
7,37,F,0,0,0,0
12,69,F,0,0,0,0
12,59,F,0,0,0,0
14,46,U,0,0,0,1
9,73,F,0,0,0,0
8,68,M,0,0,0,0
7,69,U,0,0,0,0
5,77,M,0,0,0,0
5,55,F,0,0,0,0
8,50,F,0,0,0,0
8,54,M,0,0,1,0
4,64,F,0,0,0,0
9,50,U,0,0,0,0
6,58,F,0,0,0,0
6,49,M,0,0,0,0
4,66,M,0,0,0,0
11,47,F,1,0,0,0
13,54,M,0,0,1,0
12,31,F,1,0,0,0
10,53,U,0,0,0,1
9,71,M,0,0,0,0
7,59,M,0,0,0,0
9,68,F,1,0,0,0
13,25,F,1,0,0,0
12,38,F,1,0,0,0
10,41,F,1,0,0,0
8,62,F,1,0,0,0
0,41,U,0,0,0,1
5,58,U,0,0,0,0
6,56,F,0,0,0,0
7,77,F,0,0,0,0
9,39,F,1,0,0,0
11,39,F,1,0,0,0
10,63,F,0,0,0,0
15,42,U,1,0,0,1
10,47,M,0,0,0,0
8,31,F,1,0,0,0
12,54,M,0,0,1,0
12,54,F,0,0,1,0
6,53,F,0,0,0,0
11,48,M,0,0,0,0
12,53,F,0,0,0,0
6,54,M,0,0,1,0
8,77,F,1,1,0,0
9,77,F,1,0,0,0
8,52,M,0,0,0,0
7,58,F,1,0,0,0
6,36,F,1,0,0,0
12,55,F,0,0,0,0
8,47,F,0,0,0,0
10,67,U,0,0,0,1
11,76,U,0,0,0,1
12,33,F,0,0,0,0
8,49,M,0,0,0,0
5,52,F,0,0,0,0
14,54,F,0,0,0,0
11,42,U,0,0,0,1
9,33,F,1,0,0,0
7,76,M,0,0,0,0
11,73,F,0,0,0,0
10,28,U,1,0,0,0
8,77,U,0,1,0,0
9,51,M,0,0,0,0
6,50,F,0,0,0,0
6,42,U,1,0,0,1
8,79,M,0,0,0,0
16,44,U,1,0,0,1
7,35,F,1,0,0,0
6,73,F,0,0,0,0
12,62,M,0,0,0,0
8,27,F,1,1,0,0
9,54,F,0,0,1,0
9,41,U,0,0,0,1
8,50,F,1,0,0,0
6,60,F,0,0,0,0
6,67,M,0,0,0,0
16,70,F,1,0,0,0
11,35,F,0,0,0,0
3,53,F,0,0,0,0
6,26,F,1,0,0,0
10,58,F,0,0,0,0
11,35,F,1,0,0,0
10,38,F,1,0,0,0
10,48,F,0,0,0,0
10,43,F,1,0,0,0
5,45,M,0,0,0,0
6,52,M,0,0,0,0
13,35,M,1,0,0,0
10,49,F,0,0,0,0
9,52,M,0,0,0,0
6,58,U,0,0,0,0
11,68,M,0,0,0,0
9,33,F,1,0,0,0
14,74,M,1,0,0,0
13,73,U,0,0,0,1
9,59,F,0,0,0,0
11,77,F,1,0,0,0
13,58,F,1,0,0,0
8,60,F,0,0,0,0
3,41,M,0,0,0,0
7,41,M,0,0,0,0
8,78,M,0,0,0,0
5,68,M,0,0,0,0
21,59,F,1,0,0,0
4,65,M,0,0,0,0
4,51,F,0,0,0,0
14,55,M,1,0,0,0
12,55,U,0,0,0,1
9,58,F,0,0,0,0
8,48,F,0,0,0,0
11,52,F,0,0,0,0
17,35,M,1,0,0,0
7,62,F,0,0,0,0
13,47,U,0,0,0,1
8,68,F,0,0,0,0
8,48,F,0,0,0,0
12,55,U,0,0,0,1
8,43,M,0,0,0,0
5,43,F,0,0,0,0
10,52,M,0,0,0,0
8,39,F,0,0,0,0
8,51,F,1,0,0,0
14,74,M,0,0,0,0
8,63,F,0,0,0,0
8,60,F,1,0,0,0
9,54,F,1,0,1,0
9,43,M,1,0,0,0
7,32,M,1,0,0,0
12,61,M,1,0,0,0
5,54,M,0,0,0,0
6,65,M,0,0,0,0
8,54,F,0,0,1,0
10,45,U,0,0,0,1
11,54,U,0,0,1,1
10,54,U,0,0,1,1
9,43,F,1,0,0,0
8,61,M,0,1,0,0
5,67,F,0,0,0,0
15,37,F,1,0,0,0
13,48,F,1,0,0,0
6,69,M,0,0,0,0
9,38,F,1,0,0,0
9,48,F,0,0,0,0
7,68,U,0,0,0,0
9,31,F,1,0,0,0
7,42,F,0,0,0,0
14,64,M,1,0,0,0
6,34,M,1,0,0,0
7,58,F,0,0,0,0
9,76,F,1,0,0,0
4,60,F,0,0,0,0
7,47,F,0,0,0,0
7,60,F,0,0,0,0
10,56,M,0,0,0,0
4,52,U,0,0,0,1
9,31,U,0,0,0,1
14,58,F,0,0,0,0
10,69,M,0,0,0,0
15,39,F,1,0,0,0
11,55,F,0,0,0,0
9,58,U,0,0,0,1
7,54,M,0,0,1,0
7,65,F,0,0,0,0
6,73,U,0,0,0,0
12,22,F,1,0,0,0
3,42,F,0,0,0,0
7,44,U,0,0,0,0
4,62,F,0,0,0,0
7,49,M,0,0,0,0
13,46,M,0,0,0,0
1,57,M,0,0,0,0
6,47,F,0,0,0,0
13,45,F,0,0,0,0
13,62,U,0,0,0,1
6,67,F,1,0,0,0
9,65,F,0,0,0,0
8,57,F,0,1,0,0
5,51,F,0,0,0,0
10,56,F,0,0,0,0
5,66,F,0,0,0,0
10,54,M,1,0,1,0
14,51,F,0,0,0,0
6,52,U,0,0,0,1
9,51,F,0,0,0,0
14,40,F,1,0,0,0
7,59,F,0,0,0,0
3,66,F,0,0,0,0
7,65,F,0,0,0,0
9,54,U,0,0,1,1
7,54,F,1,0,0,0
7,51,M,0,0,0,0
10,59,F,0,0,0,0
4,67,F,0,0,0,0
12,29,M,1,0,0,0
11,46,F,1,0,0,0
7,49,M,0,0,0,0
13,54,M,1,0,1,0
13,43,F,1,0,0,0
5,42,F,0,0,0,0
13,42,F,1,0,0,0
14,68,F,0,0,0,0
7,56,M,0,0,0,0
12,60,F,0,0,0,0
13,58,M,0,0,0,0
15,48,F,0,0,0,0
8,63,M,0,0,0,0
8,67,M,0,0,0,0
7,53,U,0,0,0,1
7,64,F,0,0,0,0
12,56,M,0,0,0,0
6,65,F,0,0,0,0
2,59,F,0,0,0,0
7,60,F,1,0,0,0
9,79,U,0,0,0,0
13,53,F,0,0,0,0
11,61,F,0,0,0,0
4,44,M,0,0,0,0
7,54,F,0,0,1,0
10,31,F,0,0,0,0
10,46,F,0,0,0,0
9,76,M,0,0,0,0
7,58,F,0,0,0,0
11,57,U,0,0,0,1
16,44,M,1,0,0,0
11,69,F,1,0,0,0
5,66,F,0,0,0,0
6,54,F,1,0,0,0
7,36,F,0,0,0,0
8,64,M,0,1,0,0
7,56,F,0,0,0,0
7,39,F,0,0,0,0
10,61,U,0,0,0,0
12,54,F,0,0,1,0
6,51,M,0,0,0,0
8,74,F,0,0,0,0
8,50,F,0,0,0,0
12,38,F,1,0,0,0
8,54,U,0,0,1,1
7,33,F,0,0,0,0
7,49,F,0,0,0,0
7,74,M,0,0,0,0
7,41,M,0,0,0,0
11,25,F,1,0,0,0
6,63,M,0,0,0,0
6,72,F,0,0,0,0
5,68,F,0,0,0,0
8,73,U,0,0,0,0
14,53,F,1,0,0,0
5,78,M,0,0,0,0
10,48,F,1,0,0,0
10,79,U,0,0,0,1
14,72,U,0,0,0,1
11,54,M,0,0,1,0
9,73,M,0,0,0,0
7,74,M,0,0,0,0
11,77,F,0,0,0,0
9,55,U,0,0,0,1
8,48,F,0,0,0,0
6,33,F,0,0,0,0
6,46,F,0,0,0,0
7,43,U,0,0,0,0
12,65,F,1,0,0,0
4,65,F,0,0,0,0
7,58,F,0,0,0,0
10,54,F,1,0,0,0
10,65,U,0,0,0,0
7,47,M,0,0,0,0
9,46,F,1,0,0,0
6,44,M,0,0,0,0
10,39,F,1,0,0,0
7,73,M,1,0,0,0
11,47,F,0,0,0,0
6,53,F,0,0,0,0
14,74,M,0,0,0,0
8,34,F,0,1,0,0
8,35,F,1,0,0,0
6,46,F,0,0,0,0
5,60,M,0,0,0,0
12,52,F,0,0,0,0
8,41,U,0,0,0,1
8,72,M,0,1,0,0
9,35,F,0,0,0,0
10,54,U,0,0,1,0
10,55,F,1,0,0,0
8,32,F,1,0,0,0
8,36,M,0,0,0,0
10,62,M,1,0,0,0
12,45,F,0,0,0,0
10,43,F,1,0,0,0
7,42,F,0,0,0,0
7,33,U,0,0,0,0
13,54,F,0,0,1,0
11,35,F,1,0,0,0
6,39,F,0,0,0,0
4,34,U,0,0,0,1
12,44,U,0,0,0,0
10,48,F,0,0,0,0
5,75,F,0,0,0,0
11,54,F,1,0,1,0
4,57,U,0,0,0,1
12,58,F,0,0,0,0
11,44,U,0,0,0,0
5,61,M,0,0,0,0
11,47,M,0,0,0,0
10,52,U,0,0,0,1
7,37,U,1,0,0,1
4,45,U,0,0,0,0
7,60,F,0,0,0,0
8,39,U,0,0,0,1
10,37,U,1,0,0,1
2,73,F,0,0,0,0
8,61,M,0,1,0,0
10,60,U,0,0,0,0
5,50,F,0,0,0,0
6,46,U,0,0,0,0
13,56,M,0,0,0,0
8,54,M,0,0,1,0
8,42,M,1,0,0,0
10,55,F,0,0,0,0
6,61,M,0,0,0,0
9,56,M,0,0,0,0
12,55,F,1,0,0,0
12,42,F,0,0,0,0
8,62,F,0,1,0,0
4,61,M,0,0,0,0
10,66,F,0,0,0,0
8,54,F,0,1,0,0
11,47,F,0,0,0,0
7,49,U,0,0,0,1
8,49,M,0,0,0,0
13,77,M,0,0,0,0
13,33,F,1,0,0,0
7,63,F,0,0,0,0
7,32,F,0,0,0,0
10,75,F,0,0,0,0
8,74,F,0,1,0,0
8,33,M,0,0,0,0
5,29,F,1,0,0,0
7,74,M,0,0,0,0
9,54,U,0,0,1,0
9,54,F,0,0,1,0
4,64,F,0,0,0,0
5,73,F,0,0,0,0
9,34,M,0,0,0,0
8,37,M,1,0,0,0
15,71,F,1,0,0,0
7,41,F,1,0,0,0
8,60,M,0,0,0,0
14,69,U,0,0,0,0
4,49,U,0,0,0,1
8,54,U,0,0,1,1
15,53,F,0,0,0,0
8,36,F,0,1,0,0
8,52,M,1,1,0,0
8,60,F,0,0,0,0
7,70,F,0,0,0,0
7,63,M,0,0,0,0
10,42,U,0,0,0,1
14,47,M,0,0,0,0
14,54,F,0,0,0,0
3,59,M,1,0,0,0
9,61,M,0,0,0,0
8,62,M,0,0,0,0
15,33,F,1,0,0,0
9,60,F,0,0,0,0
8,33,F,1,1,0,0
8,67,U,0,0,0,0
6,40,F,0,0,0,0
14,34,F,1,0,0,0
6,36,M,0,0,0,0
7,67,F,0,0,0,0
13,36,M,1,0,0,0
8,45,M,0,0,0,0
5,37,U,0,0,0,0
10,56,F,0,0,0,0
8,50,M,0,0,0,0
5,70,F,0,0,0,0
7,74,M,0,0,0,0
2,61,F,0,0,0,0
8,64,F,0,1,0,0
4,35,M,0,0,0,0
7,41,F,0,0,0,0
15,40,F,0,0,0,0
3,30,F,1,0,0,0
8,41,U,0,0,0,0
9,48,F,0,0,0,0
8,73,U,0,0,0,0
8,62,M,0,0,0,0
6,63,F,0,0,0,0
18,56,F,1,0,0,0
9,66,F,0,0,0,0
7,61,U,0,0,0,1
12,59,F,1,0,0,0
7,49,U,0,0,0,1
14,75,U,1,0,0,1
7,54,F,1,0,1,0
13,30,F,1,0,0,0
5,46,M,0,0,0,0
9,36,F,1,0,0,0
5,56,F,0,0,0,0
9,41,F,0,0,0,0
10,60,U,0,0,0,0
12,63,F,1,0,0,0
8,67,U,0,0,0,1
4,68,M,0,0,0,0
7,35,U,0,0,0,0
8,34,F,0,0,0,0
8,53,U,0,0,0,0
8,50,U,0,0,0,1
8,50,M,0,0,0,0
5,33,F,0,0,0,0
6,34,F,1,0,0,0
5,50,F,0,0,0,0
9,51,F,0,0,0,0
13,38,F,1,0,0,0
15,73,F,0,0,0,0
10,46,M,0,0,0,0
13,39,M,1,0,0,0
5,57,U,0,0,0,1
8,69,M,0,0,0,0
6,54,F,1,0,1,0
6,47,F,0,0,0,0
5,54,U,0,0,1,0
12,54,F,0,0,1,0
5,50,U,0,0,0,0
7,66,M,0,0,0,0
15,60,F,0,0,0,0
9,38,U,0,0,0,0
15,76,F,0,0,0,0
6,54,F,0,0,1,0
6,61,U,0,0,0,1
5,51,M,0,0,0,0
8,48,M,0,0,0,0
9,79,F,0,0,0,0
8,62,F,0,1,0,0
8,36,F,1,0,0,0
12,57,M,0,0,0,0
8,34,F,1,0,0,0
12,59,F,1,0,0,0
11,54,U,1,0,0,1
11,56,F,1,0,0,0
6,71,F,0,0,0,0
4,35,F,0,0,0,0
11,63,F,0,0,0,0
9,72,U,0,0,0,0
5,51,F,0,0,0,0
20,38,F,1,0,0,0
12,43,F,1,0,0,0
8,68,M,0,1,0,0
13,59,F,1,0,0,0
11,55,U,0,0,0,1
8,48,F,0,0,0,0
8,54,F,0,0,1,0
13,55,M,0,0,0,0
10,39,F,1,0,0,0
4,46,U,0,0,0,0
7,39,U,0,0,0,1
7,63,F,0,0,0,0
12,53,M,0,0,0,0
10,70,M,0,0,0,0
9,69,U,0,0,0,1
11,54,F,1,0,1,0
8,78,U,0,0,0,0
14,59,F,0,0,0,0
9,38,F,0,0,0,0
5,52,F,0,0,0,0
8,53,M,0,1,0,0
11,64,M,1,0,0,0
5,71,M,0,0,0,0
5,71,U,0,0,0,1
9,54,M,0,0,1,0
8,60,F,0,0,0,0
17,50,F,1,0,0,0
11,54,U,0,0,1,1
8,77,M,0,0,0,0
9,76,F,0,0,0,0
9,70,F,0,0,0,0
8,49,U,0,0,0,1
19,48,M,1,0,0,0
9,67,F,0,0,0,0
13,38,F,0,0,0,0
15,39,F,1,0,0,0
8,61,F,1,0,0,0
