@relation 'organics_s10_Training-weka.filters.unsupervised.attribute.Remove-R1-2,4,6-10,12-14,17-18,20-23,25-weka.filters.unsupervised.attribute.NumericToNominal-R2-6'

@attribute DemAge numeric
@attribute DemGender {U,F,M}
@attribute TargetBuy {0,1}
@attribute DemAffl_M {0,1}
@attribute DemAge_M {0,1}
@attribute DemGender_M {0,1}
@attribute DemAffl_Log numeric

@data
32,M,0,0,0,0,2.079442
76,F,0,0,0,0,2.484907
61,F,0,0,0,0,1.94591
42,U,0,0,0,1,2.079442
44,F,0,0,0,0,1.94591
63,M,0,0,0,0,1.94591
58,F,1,0,0,0,2.079442
55,F,0,0,0,0,2.484907
52,F,0,0,0,0,1.94591
54,F,0,0,0,0,2.639057
77,F,0,0,0,0,2.302585
73,M,0,0,0,0,2.079442
53,F,0,0,0,0,1.94591
32,F,1,0,0,0,2.302585
56,F,0,0,0,0,2.197225
49,F,1,0,0,0,2.302585
74,F,0,0,0,0,1.94591
62,F,0,0,0,0,2.397895
53,F,0,0,0,0,2.079442
61,M,0,0,0,0,2.079442
55,U,0,0,0,0,1.791759
48,U,0,0,0,0,2.484907
52,M,0,0,0,0,1.609438
49,M,0,0,0,0,2.079442
48,F,0,0,0,0,1.791759
37,F,1,0,0,0,2.772589
75,F,0,0,0,0,1.94591
40,F,0,1,0,0,2.197225
56,U,0,1,0,1,2.197225
29,F,1,0,0,0,2.302585
56,F,0,0,0,0,2.302585
39,F,1,0,0,0,2.484907
54,M,1,0,1,0,2.197225
51,U,1,0,0,1,2.397895
37,F,1,0,0,0,2.639057
63,F,0,0,0,0,2.197225
67,F,0,0,0,0,1.386294
54,F,0,0,1,0,2.079442
51,F,0,0,0,0,0.693147
56,M,0,0,0,0,2.397895
66,M,1,0,0,0,2.484907
76,F,0,0,0,0,2.397895
58,F,0,0,0,0,1.791759
51,F,0,0,0,0,2.484907
44,F,0,0,0,0,1.94591
42,U,0,0,0,1,1.94591
66,F,0,0,0,0,2.772589
32,F,1,0,0,0,2.70805
47,F,0,0,0,0,2.197225
67,F,0,0,0,0,2.484907
29,U,0,0,0,0,2.197225
65,F,0,0,0,0,2.302585
54,M,0,0,1,0,2.484907
66,F,1,0,0,0,2.197225
44,U,0,0,0,0,2.197225
74,F,0,0,0,0,1.94591
58,F,0,0,0,0,2.564949
50,M,0,0,0,0,1.791759
69,M,0,0,0,0,2.397895
58,F,0,0,0,0,2.302585
44,M,0,0,0,0,1.94591
40,F,1,0,0,0,3.044522
54,U,0,0,0,1,1.94591
61,F,0,0,0,0,1.94591
35,F,0,0,0,0,2.639057
69,F,0,0,0,0,2.564949
54,M,1,0,0,0,2.302585
52,F,1,0,0,0,2.197225
75,F,0,0,0,0,1.94591
41,M,0,0,0,0,2.484907
68,F,0,0,0,0,2.302585
39,U,1,0,0,1,2.079442
70,F,0,0,0,0,2.639057
39,F,0,0,0,0,2.197225
36,U,0,0,0,0,2.079442
57,M,0,0,0,0,2.484907
74,F,0,0,0,0,2.397895
54,F,0,0,1,0,1.94591
43,F,0,0,0,0,2.197225
44,U,0,0,0,0,2.197225
54,F,1,0,1,0,2.484907
62,F,0,0,0,0,2.197225
39,F,1,0,0,0,2.302585
70,U,0,0,0,1,1.791759
50,F,0,0,0,0,1.94591
60,M,0,0,0,0,2.197225
74,F,0,0,0,0,2.197225
54,F,1,0,1,0,2.079442
38,F,1,0,0,0,3.433987
45,F,0,0,0,0,1.098612
54,F,1,0,0,0,2.197225
39,F,0,0,0,0,1.609438
52,M,0,0,0,0,1.94591
74,F,0,0,0,0,2.302585
58,U,0,0,0,1,1.791759
70,U,0,0,0,0,1.94591
61,F,0,0,0,0,2.564949
75,F,0,0,0,0,1.94591
57,M,0,0,0,0,1.94591
28,F,1,0,0,0,2.302585
53,U,0,0,0,1,2.197225
67,F,0,0,0,0,2.484907
29,F,0,0,0,0,2.302585
50,U,0,0,0,1,2.484907
59,F,0,0,0,0,2.302585
58,F,0,0,0,0,1.791759
47,M,1,0,0,0,2.197225
32,F,0,0,0,0,2.70805
52,F,1,0,0,0,2.70805
76,M,0,0,0,0,1.94591
39,M,1,0,0,0,1.94591
54,U,0,0,0,1,2.70805
32,U,0,0,0,1,1.098612
55,F,0,0,0,0,2.079442
47,M,0,0,0,0,2.397895
57,F,0,0,0,0,2.302585
55,F,0,0,0,0,2.772589
34,F,0,0,0,0,1.94591
65,U,0,0,0,1,1.94591
55,F,0,0,0,0,2.079442
35,U,0,0,0,1,2.302585
48,F,0,0,0,0,2.484907
66,M,0,0,0,0,2.564949
43,F,0,0,0,0,1.94591
45,M,0,0,0,0,2.079442
55,M,0,0,0,0,2.484907
75,M,0,0,0,0,2.079442
63,F,0,0,0,0,1.94591
78,M,0,0,0,0,1.609438
30,F,1,0,0,0,2.302585
62,F,1,0,0,0,2.397895
59,F,0,0,0,0,1.791759
56,M,0,0,0,0,2.197225
60,U,0,0,0,1,1.94591
45,M,0,0,0,0,1.94591
39,U,0,1,0,0,2.197225
63,U,0,0,0,0,1.791759
52,F,0,0,0,0,1.791759
38,F,0,0,0,0,2.397895
48,M,0,0,0,0,2.302585
54,F,1,0,0,0,2.564949
55,M,0,0,0,0,1.609438
68,M,0,0,0,0,2.302585
59,F,0,0,0,0,2.197225
35,F,1,0,0,0,2.397895
31,M,0,0,0,0,1.609438
49,M,0,0,0,0,1.94591
33,F,1,0,0,0,2.70805
49,F,0,0,0,0,2.484907
53,F,0,0,0,0,2.302585
66,F,0,0,0,0,2.197225
73,F,0,0,0,0,2.564949
71,F,0,0,0,0,2.197225
47,F,0,0,0,0,1.609438
52,U,0,0,0,1,1.609438
49,M,1,0,0,0,2.639057
63,F,0,0,0,0,2.397895
46,M,0,1,0,0,2.197225
72,F,0,0,0,0,2.079442
54,M,0,0,1,0,2.079442
40,F,0,0,0,0,1.94591
54,M,1,0,1,0,2.079442
53,F,0,0,0,0,2.397895
48,F,0,0,0,0,1.94591
59,F,0,0,0,0,1.791759
37,M,0,0,0,0,2.564949
42,F,1,0,0,0,1.386294
62,M,0,0,0,0,2.70805
41,U,0,1,0,1,2.197225
37,F,1,0,0,0,2.484907
44,U,0,0,0,1,2.302585
50,M,0,0,0,0,2.197225
38,F,1,0,0,0,2.639057
55,M,0,0,0,0,1.94591
60,F,0,0,0,0,2.772589
48,F,0,0,0,0,2.564949
52,F,0,0,0,0,2.079442
65,F,0,0,0,0,2.197225
71,M,0,0,0,0,2.302585
69,F,0,0,0,0,1.94591
54,F,1,0,1,0,2.70805
70,F,0,1,0,0,2.197225
65,U,0,0,0,1,2.484907
54,F,0,0,1,0,2.197225
63,F,0,1,0,0,2.197225
50,F,0,0,0,0,1.791759
38,U,0,0,0,1,1.609438
53,F,0,0,0,0,2.079442
37,F,1,0,0,0,2.197225
51,F,1,0,0,0,2.639057
54,M,0,0,0,0,2.484907
51,U,0,0,0,0,1.609438
34,U,0,0,0,1,2.564949
46,M,0,0,0,0,1.791759
37,M,0,0,0,0,1.791759
54,M,0,0,1,0,1.609438
58,M,0,0,0,0,2.197225
76,M,0,0,0,0,2.302585
31,F,1,0,0,0,2.890372
68,M,0,0,0,0,1.94591
55,F,1,0,0,0,2.70805
59,F,0,0,0,0,2.639057
40,F,1,0,0,0,2.70805
71,M,0,0,0,0,2.197225
65,M,0,0,0,0,1.386294
41,F,0,0,0,0,2.397895
37,M,0,0,0,0,2.397895
40,F,1,0,0,0,2.484907
61,M,0,0,0,0,2.564949
54,M,0,0,1,0,2.197225
60,U,1,0,0,0,1.94591
47,U,0,0,0,1,1.94591
74,U,0,0,0,1,2.197225
37,F,0,0,0,0,2.079442
54,U,0,1,1,0,2.197225
74,F,0,0,0,0,2.197225
54,M,0,0,0,0,2.484907
57,U,0,0,0,1,2.197225
49,M,0,0,0,0,2.397895
44,M,0,0,0,0,2.564949
45,F,1,0,0,0,2.70805
56,F,0,0,0,0,2.484907
47,M,1,0,0,0,2.397895
46,F,1,0,0,0,2.197225
45,M,0,0,0,0,2.197225
51,M,0,0,0,0,2.079442
68,U,0,0,0,1,1.791759
54,F,0,0,1,0,2.397895
71,M,0,0,0,0,2.397895
44,F,0,0,0,0,1.791759
59,F,1,0,0,0,2.639057
49,F,1,0,0,0,2.890372
35,F,0,0,0,0,2.302585
73,U,0,0,0,0,2.302585
50,F,0,0,0,0,2.197225
74,F,0,0,0,0,2.079442
53,F,0,0,0,0,2.302585
61,U,0,0,0,1,2.302585
58,F,0,0,0,0,2.302585
63,F,0,1,0,0,2.197225
63,M,0,0,0,0,2.397895
32,F,0,0,0,0,2.079442
72,F,0,0,0,0,1.94591
67,M,0,0,0,0,2.397895
54,F,1,0,1,0,2.70805
37,F,1,0,0,0,2.197225
52,F,1,0,0,0,2.564949
63,F,0,0,0,0,2.197225
57,U,0,0,0,0,2.397895
61,F,0,0,0,0,2.079442
52,F,0,0,0,0,1.94591
56,M,0,0,0,0,2.302585
55,F,0,0,0,0,2.079442
47,F,1,0,0,0,1.94591
74,M,0,0,0,0,1.098612
66,F,0,0,0,0,1.791759
54,F,0,0,1,0,2.197225
48,U,0,0,0,1,2.079442
52,F,1,0,0,0,2.397895
78,M,0,0,0,0,2.079442
63,U,0,0,0,1,1.94591
62,M,0,0,0,0,2.197225
69,F,1,0,0,0,1.94591
50,U,0,0,0,1,1.791759
67,F,0,0,0,0,2.397895
53,F,0,0,0,0,2.564949
40,F,1,0,0,0,2.397895
59,U,0,0,0,1,1.791759
64,M,0,0,0,0,2.079442
57,F,1,0,0,0,2.197225
72,M,0,0,0,0,2.484907
41,U,0,0,0,1,1.791759
41,F,0,0,0,0,1.791759
56,F,1,0,0,0,2.302585
52,M,1,0,0,0,1.94591
56,F,0,0,0,0,2.639057
73,F,0,0,0,0,2.197225
37,F,1,0,0,0,2.70805
54,F,0,0,1,0,2.302585
44,F,1,0,0,0,2.397895
62,M,0,0,0,0,2.484907
47,M,0,0,0,0,2.302585
59,F,0,0,0,0,2.079442
57,U,0,0,0,0,2.079442
56,F,0,0,0,0,2.484907
46,U,0,0,0,0,2.079442
47,F,0,0,0,0,2.197225
57,M,1,0,0,0,2.833213
36,M,0,0,0,0,2.397895
74,F,0,0,0,0,2.079442
52,F,0,0,0,0,2.484907
62,F,0,0,0,0,2.302585
63,F,0,0,0,0,1.609438
51,U,0,0,0,1,2.079442
34,F,1,0,0,0,2.772589
56,F,1,1,0,0,2.197225
51,F,1,0,0,0,2.639057
34,U,0,0,0,0,2.197225
56,M,0,0,0,0,2.302585
41,M,1,0,0,0,1.94591
54,F,0,0,1,0,1.609438
60,F,0,0,0,0,1.94591
30,F,0,0,0,0,2.484907
53,F,0,0,0,0,2.397895
66,F,0,0,0,0,2.197225
41,F,0,0,0,0,1.791759
54,M,0,0,1,0,1.94591
62,M,0,0,0,0,2.484907
39,F,0,1,0,0,2.197225
68,F,0,0,0,0,2.397895
52,U,0,0,0,1,2.302585
49,M,0,0,0,0,1.386294
64,F,1,0,0,0,2.564949
48,U,0,0,0,1,2.397895
67,M,0,0,0,0,1.94591
65,F,0,0,0,0,2.397895
34,F,1,0,0,0,2.564949
33,F,0,0,0,0,2.564949
63,F,0,0,0,0,1.609438
49,F,0,0,0,0,2.70805
53,M,0,0,0,0,1.94591
31,U,0,0,0,0,1.94591
52,F,1,0,0,0,2.397895
33,U,1,0,0,1,2.564949
49,F,0,0,0,0,1.94591
45,F,0,0,0,0,1.94591
51,F,0,0,0,0,2.302585
54,F,0,0,1,0,1.098612
60,M,0,0,0,0,2.197225
51,F,0,0,0,0,2.302585
72,F,0,0,0,0,2.197225
61,U,0,1,0,0,2.197225
43,F,1,0,0,0,2.833213
49,F,0,0,0,0,1.791759
62,F,1,0,0,0,2.484907
54,F,0,0,0,0,1.609438
47,U,0,0,0,0,1.609438
36,F,1,0,0,0,2.772589
30,M,1,0,0,0,2.197225
77,M,1,0,0,0,2.302585
43,F,0,0,0,0,1.94591
70,M,0,0,0,0,1.791759
57,M,0,0,0,0,1.791759
49,M,0,0,0,0,2.397895
44,F,0,0,0,0,1.609438
44,M,0,0,0,0,2.197225
63,F,0,0,0,0,2.197225
65,F,0,0,0,0,2.302585
54,M,0,0,1,0,2.197225
69,M,0,0,0,0,2.639057
57,M,1,0,0,0,2.397895
51,M,0,0,0,0,2.397895
25,F,1,0,0,0,3.258097
43,F,0,0,0,0,2.079442
66,U,0,0,0,1,1.94591
40,M,1,0,0,0,2.484907
62,F,0,0,0,0,2.397895
35,F,0,0,0,0,2.397895
52,F,0,0,0,0,2.079442
69,U,0,0,0,1,2.302585
52,M,1,0,0,0,2.484907
39,F,1,1,0,0,2.197225
58,U,0,0,0,1,2.484907
54,M,0,0,0,0,2.197225
56,F,0,0,0,0,2.197225
60,F,0,0,0,0,2.397895
28,F,0,0,0,0,2.302585
57,U,0,0,0,1,2.397895
42,F,0,0,0,0,2.484907
54,F,0,0,1,0,2.397895
56,F,1,0,0,0,2.890372
59,F,1,0,0,0,2.484907
53,F,1,0,0,0,2.70805
55,F,0,0,0,0,0.693147
74,F,0,0,0,0,2.564949
60,M,0,0,0,0,2.197225
54,U,0,0,1,0,1.791759
54,U,0,0,1,1,2.197225
35,F,0,1,0,0,2.197225
27,F,1,0,0,0,2.079442
79,M,0,0,0,0,2.397895
50,M,0,0,0,0,1.791759
76,M,0,0,0,0,1.609438
60,U,0,0,0,0,2.079442
67,F,0,0,0,0,2.397895
61,F,1,0,0,0,1.94591
63,F,0,0,0,0,2.197225
59,F,0,0,0,0,2.397895
57,M,1,0,0,0,2.484907
67,F,0,0,0,0,2.079442
73,M,0,0,0,0,0.693147
41,M,0,0,0,0,2.564949
65,F,0,0,0,0,1.94591
51,M,0,0,0,0,1.098612
53,M,0,0,0,0,2.639057
45,M,0,0,0,0,2.197225
43,F,0,1,0,0,2.197225
43,F,1,0,0,0,1.791759
68,M,0,0,0,0,2.197225
49,U,0,1,0,1,2.197225
68,F,1,0,0,0,2.197225
37,F,1,0,0,0,2.772589
45,F,0,0,0,0,1.609438
68,U,0,0,0,1,1.94591
49,F,0,0,0,0,2.302585
67,U,0,0,0,1,2.70805
45,M,0,0,0,0,1.94591
68,M,0,0,0,0,1.098612
39,U,0,0,0,1,2.302585
58,F,1,0,0,0,2.564949
35,M,1,0,0,0,2.484907
40,F,0,0,0,0,1.791759
76,U,0,0,0,0,2.397895
36,U,1,0,0,0,2.397895
45,F,0,0,0,0,2.197225
51,F,0,0,0,0,2.302585
37,F,0,0,0,0,2.302585
64,M,0,0,0,0,2.302585
57,U,0,0,0,1,2.197225
33,F,1,0,0,0,2.772589
78,F,0,0,0,0,2.079442
72,F,0,0,0,0,1.94591
56,M,1,0,0,0,2.197225
51,F,0,0,0,0,2.302585
54,M,0,0,0,0,2.079442
54,F,0,0,1,0,1.609438
48,F,0,0,0,0,2.302585
60,M,0,0,0,0,2.484907
48,F,0,0,0,0,1.94591
52,F,0,0,0,0,2.397895
54,F,1,0,1,0,2.197225
47,F,0,0,0,0,2.079442
54,U,0,0,1,1,2.079442
63,M,0,0,0,0,2.397895
37,F,0,0,0,0,2.484907
57,F,0,0,0,0,2.484907
37,F,1,0,0,0,1.609438
41,F,0,0,0,0,2.197225
40,F,0,0,0,0,1.609438
72,M,0,0,0,0,2.484907
58,M,0,0,0,0,1.791759
58,M,0,0,0,0,1.94591
40,F,0,0,0,0,1.791759
53,F,0,0,0,0,1.791759
57,U,0,0,0,1,2.484907
37,F,1,0,0,0,2.564949
55,M,1,0,0,0,2.639057
67,F,0,0,0,0,1.609438
67,F,1,0,0,0,2.772589
54,F,1,0,1,0,2.302585
73,F,0,0,0,0,1.609438
46,F,0,0,0,0,2.079442
32,F,1,0,0,0,1.94591
36,F,1,0,0,0,2.564949
71,M,0,1,0,0,2.197225
41,M,0,0,0,0,2.397895
74,F,1,0,0,0,2.302585
56,F,0,0,0,0,2.302585
30,M,0,0,0,0,1.94591
37,F,0,0,0,0,2.397895
67,M,0,0,0,0,1.94591
54,M,0,1,1,0,2.197225
66,F,0,0,0,0,2.302585
64,F,0,0,0,0,1.94591
23,F,1,1,0,0,2.197225
65,F,0,0,0,0,2.302585
59,F,0,0,0,0,2.197225
51,M,0,0,0,0,2.302585
54,F,1,0,1,0,2.833213
44,F,0,0,0,0,2.197225
47,F,0,0,0,0,2.564949
38,F,1,0,0,0,2.302585
46,F,0,0,0,0,2.302585
58,M,0,0,0,0,2.302585
51,F,1,0,0,0,2.397895
65,F,1,0,0,0,2.302585
65,F,0,0,0,0,2.564949
54,F,0,0,1,0,2.302585
66,F,0,0,0,0,1.609438
57,F,0,0,0,0,2.079442
40,U,0,0,0,1,2.197225
76,F,0,0,0,0,1.791759
65,F,0,0,0,0,2.302585
54,F,0,0,1,0,1.791759
30,M,0,0,0,0,2.639057
50,F,0,0,0,0,1.791759
32,F,0,0,0,0,1.94591
56,F,0,0,0,0,2.484907
55,F,1,0,0,0,2.772589
52,U,0,0,0,0,2.302585
48,F,0,0,0,0,1.791759
68,F,0,0,0,0,1.609438
34,F,0,0,0,0,2.302585
50,F,0,0,0,0,1.94591
37,F,0,0,0,0,1.791759
38,M,0,0,0,0,2.397895
53,F,0,0,0,0,1.609438
48,M,0,0,0,0,2.079442
71,M,1,0,0,0,2.484907
40,F,1,0,0,0,2.197225
50,M,0,0,0,0,1.94591
57,M,0,0,0,0,2.397895
36,F,0,0,0,0,2.302585
40,F,0,0,0,0,2.302585
67,F,1,0,0,0,1.94591
67,M,0,0,0,0,2.397895
37,M,1,0,0,0,2.484907
45,M,0,0,0,0,2.484907
25,F,0,0,0,0,1.791759
51,U,0,0,0,0,2.197225
48,U,0,1,0,1,2.197225
54,U,1,0,1,1,3.044522
47,F,0,0,0,0,2.302585
36,F,0,0,0,0,2.079442
49,F,0,0,0,0,2.197225
37,F,0,0,0,0,1.94591
58,U,0,0,0,1,1.791759
45,F,0,0,0,0,2.197225
57,M,0,0,0,0,2.079442
37,M,1,0,0,0,2.079442
63,U,0,0,0,0,1.94591
54,F,0,0,0,0,2.079442
77,F,0,0,0,0,2.397895
47,F,0,0,0,0,2.302585
57,M,0,0,0,0,2.397895
56,F,1,0,0,0,2.772589
56,F,1,0,0,0,2.302585
40,M,0,1,0,0,2.197225
40,F,1,0,0,0,2.302585
63,F,0,0,0,0,1.609438
50,U,0,0,0,1,1.94591
54,F,1,0,0,0,2.397895
70,M,0,0,0,0,2.079442
79,F,0,0,0,0,2.564949
50,F,0,0,0,0,2.079442
73,F,1,0,0,0,2.302585
68,M,0,0,0,0,1.791759
59,M,0,0,0,0,1.791759
32,F,1,0,0,0,3.135494
56,F,0,0,0,0,1.609438
74,F,0,0,0,0,2.079442
45,M,0,0,0,0,2.079442
59,F,0,0,0,0,1.94591
40,F,1,0,0,0,2.833213
60,F,0,0,0,0,2.484907
64,U,0,0,0,1,2.197225
64,F,0,0,0,0,2.302585
48,F,0,0,0,0,2.484907
39,F,1,0,0,0,2.079442
47,F,0,1,0,0,2.197225
70,M,0,0,0,0,1.609438
47,M,1,0,0,0,1.386294
54,M,0,0,1,0,2.079442
71,F,0,0,0,0,1.791759
41,F,0,0,0,0,2.079442
55,U,0,0,0,0,1.94591
54,F,0,1,1,0,2.197225
65,F,0,0,0,0,2.197225
69,F,1,0,0,0,2.197225
68,M,0,0,0,0,2.197225
63,M,0,0,0,0,2.197225
54,M,0,0,1,0,2.302585
42,F,1,0,0,0,2.302585
59,M,1,0,0,0,2.302585
77,M,1,0,0,0,2.772589
43,F,0,0,0,0,2.197225
36,F,0,0,0,0,2.302585
47,M,0,0,0,0,1.791759
42,U,0,0,0,1,1.609438
55,F,0,0,0,0,1.94591
74,U,0,0,0,0,1.098612
37,U,0,0,0,1,2.197225
54,U,0,0,0,0,2.397895
37,F,1,1,0,0,2.197225
54,F,0,0,1,0,2.302585
60,F,0,0,0,0,2.397895
69,F,1,0,0,0,2.302585
70,F,0,0,0,0,1.609438
46,U,0,0,0,1,1.386294
58,U,1,0,0,1,3.091042
65,M,0,0,0,0,1.94591
61,M,0,0,0,0,2.079442
53,F,0,0,0,0,1.94591
44,F,1,0,0,0,2.639057
37,F,0,0,0,0,2.397895
54,F,0,0,1,0,2.564949
54,M,0,0,0,0,1.098612
46,F,0,0,0,0,1.791759
73,F,0,0,0,0,2.302585
58,F,0,0,0,0,1.94591
69,F,1,0,0,0,2.772589
65,M,1,0,0,0,2.302585
54,F,0,0,1,0,1.791759
54,F,0,0,1,0,2.70805
62,M,0,0,0,0,2.079442
74,M,0,0,0,0,2.397895
62,M,0,0,0,0,1.609438
59,F,1,0,0,0,2.772589
45,U,0,0,0,0,2.564949
49,F,0,0,0,0,1.94591
44,F,1,0,0,0,2.397895
56,M,0,0,0,0,2.302585
33,F,0,0,0,0,2.564949
50,M,0,0,0,0,2.079442
28,F,1,0,0,0,2.302585
51,F,0,0,0,0,2.397895
43,F,1,0,0,0,2.079442
60,F,1,0,0,0,2.397895
71,F,0,0,0,0,1.94591
44,U,0,1,0,1,2.197225
79,F,0,0,0,0,1.386294
42,F,0,0,0,0,2.397895
53,F,0,0,0,0,1.94591
55,U,0,0,0,0,2.484907
69,M,0,0,0,0,2.397895
45,F,0,0,0,0,2.564949
54,M,0,0,0,0,2.302585
53,M,0,1,0,0,2.197225
67,F,0,0,0,0,2.197225
45,U,0,0,0,0,2.302585
32,F,1,0,0,0,2.197225
67,U,0,0,0,1,2.639057
44,F,0,0,0,0,2.197225
51,F,0,0,0,0,2.564949
74,U,0,0,0,0,2.397895
62,U,0,0,0,1,2.484907
73,U,0,0,0,0,2.079442
50,F,0,0,0,0,1.94591
40,F,1,0,0,0,1.94591
47,F,0,0,0,0,1.94591
51,M,0,0,0,0,1.94591
53,F,0,1,0,0,2.197225
45,U,0,0,0,0,1.386294
72,F,0,0,0,0,2.639057
27,U,0,0,0,1,2.302585
44,F,0,0,0,0,2.302585
38,U,0,0,0,1,2.197225
54,M,0,0,1,0,1.94591
68,F,0,1,0,0,2.197225
42,U,0,0,0,0,2.397895
54,F,0,0,0,0,1.386294
76,F,0,0,0,0,1.791759
66,F,0,0,0,0,2.564949
41,F,0,0,0,0,2.197225
48,F,0,0,0,0,1.791759
70,U,0,0,0,1,2.484907
29,M,0,0,0,0,2.302585
54,M,0,0,1,0,2.302585
63,F,0,0,0,0,2.079442
60,F,0,0,0,0,2.079442
65,M,0,0,0,0,2.079442
46,M,0,0,0,0,2.197225
54,F,0,0,0,0,2.70805
53,F,1,0,0,0,2.772589
53,U,0,0,0,0,1.94591
70,M,0,0,0,0,2.397895
44,F,0,0,0,0,2.484907
54,F,1,0,1,0,2.484907
35,F,1,0,0,0,2.564949
36,F,0,0,0,0,2.397895
60,F,0,0,0,0,2.302585
58,M,0,0,0,0,2.833213
54,F,0,0,1,0,2.70805
76,M,0,0,0,0,2.197225
68,F,0,1,0,0,2.197225
54,M,0,1,1,0,2.197225
41,F,1,0,0,0,2.197225
54,M,0,0,0,0,2.397895
30,F,1,0,0,0,1.791759
55,M,1,0,0,0,2.197225
64,F,0,0,0,0,2.302585
58,M,0,0,0,0,2.079442
38,U,0,0,0,1,2.302585
73,U,0,0,0,0,1.609438
40,F,1,0,0,0,2.484907
62,F,0,0,0,0,2.484907
63,U,0,0,0,1,2.079442
71,F,0,0,0,0,2.197225
37,M,1,0,0,0,2.890372
46,F,0,0,0,0,1.94591
49,U,0,0,0,1,2.302585
67,U,0,0,0,0,1.791759
53,U,0,0,0,0,2.079442
35,M,0,0,0,0,2.564949
66,F,0,0,0,0,2.397895
39,M,0,0,0,0,2.302585
64,F,0,0,0,0,2.197225
39,M,1,0,0,0,2.564949
26,F,1,0,0,0,2.639057
60,U,0,0,0,0,2.079442
47,F,1,0,0,0,2.197225
55,F,0,0,0,0,1.791759
58,F,0,0,0,0,2.302585
67,F,0,0,0,0,2.197225
58,M,0,0,0,0,1.791759
60,F,0,0,0,0,1.791759
66,U,0,0,0,1,2.484907
74,F,1,0,0,0,2.079442
60,F,0,0,0,0,2.079442
54,F,1,1,1,0,2.197225
75,F,0,0,0,0,1.098612
76,U,0,0,0,0,1.386294
55,U,0,0,0,0,2.079442
40,M,0,0,0,0,2.079442
54,F,1,0,1,0,2.639057
37,M,0,0,0,0,2.639057
54,F,0,0,0,0,1.386294
52,U,0,0,0,1,2.302585
64,F,0,0,0,0,1.791759
67,F,0,0,0,0,2.079442
70,F,0,0,0,0,2.302585
52,M,0,0,0,0,2.197225
59,F,0,0,0,0,2.079442
68,M,0,1,0,0,2.197225
47,F,0,0,0,0,2.079442
34,F,1,0,0,0,2.079442
51,F,1,0,0,0,2.397895
54,F,1,0,1,0,2.833213
49,F,1,0,0,0,2.639057
63,F,0,0,0,0,2.564949
49,F,1,0,0,0,1.94591
56,F,0,1,0,0,2.197225
43,F,0,0,0,0,2.397895
64,U,0,0,0,0,2.197225
66,F,0,0,0,0,1.791759
76,M,0,0,0,0,2.302585
65,F,0,0,0,0,1.94591
60,U,0,0,0,0,1.386294
74,U,0,0,0,0,2.397895
65,M,0,0,0,0,2.484907
55,M,0,0,0,0,2.397895
50,M,1,0,0,0,2.70805
51,F,1,0,0,0,2.079442
73,F,0,0,0,0,1.94591
71,M,0,0,0,0,2.70805
61,F,0,0,0,0,2.079442
63,F,0,0,0,0,2.639057
44,M,0,1,0,0,2.197225
57,M,0,0,0,0,2.079442
54,F,1,0,1,0,2.564949
65,F,0,0,0,0,2.197225
32,M,0,0,0,0,1.94591
59,U,0,0,0,0,2.079442
37,U,0,0,0,1,2.397895
44,M,0,0,0,0,2.302585
64,M,0,0,0,0,1.94591
48,M,0,0,0,0,1.791759
62,F,0,0,0,0,2.564949
65,F,0,0,0,0,1.098612
54,M,0,0,0,0,2.484907
38,F,1,0,0,0,2.397895
54,M,0,0,1,0,2.197225
58,F,1,0,0,0,1.386294
63,F,0,0,0,0,1.94591
54,F,0,0,1,0,2.197225
41,F,1,0,0,0,2.833213
54,F,1,0,1,0,1.94591
77,M,0,0,0,0,1.386294
69,F,0,0,0,0,2.484907
50,M,0,0,0,0,1.609438
77,M,1,0,0,0,2.564949
45,F,0,0,0,0,2.302585
51,F,0,0,0,0,1.94591
60,F,0,0,0,0,2.397895
47,F,0,0,0,0,2.564949
51,F,0,0,0,0,2.079442
47,M,0,1,0,0,2.197225
70,M,0,0,0,0,1.94591
70,M,1,0,0,0,2.639057
36,U,0,0,0,1,2.302585
66,M,0,0,0,0,2.484907
28,F,1,0,0,0,2.397895
68,M,0,0,0,0,2.079442
54,F,0,0,1,0,2.484907
33,U,0,0,0,0,1.94591
64,M,0,0,0,0,2.302585
59,U,0,0,0,1,2.302585
45,F,0,0,0,0,2.302585
42,U,0,0,0,1,2.397895
54,F,1,0,1,0,2.397895
54,F,0,0,0,0,2.079442
64,M,0,0,0,0,2.079442
34,F,1,0,0,0,2.079442
54,F,0,0,1,0,2.833213
70,F,0,0,0,0,1.791759
55,M,0,0,0,0,1.386294
73,F,1,0,0,0,2.70805
46,F,1,1,0,0,2.197225
48,M,0,0,0,0,1.791759
78,F,0,0,0,0,2.70805
67,F,0,0,0,0,2.70805
32,U,0,0,0,0,2.079442
72,F,0,0,0,0,2.302585
57,U,0,0,0,1,2.197225
54,F,0,0,1,0,2.397895
54,F,0,0,1,0,2.397895
58,U,0,0,0,0,2.397895
65,U,0,0,0,1,2.484907
45,F,0,0,0,0,1.791759
63,F,0,0,0,0,1.94591
56,U,0,0,0,1,1.94591
56,U,0,0,0,0,2.079442
32,F,1,0,0,0,2.639057
67,F,0,0,0,0,2.079442
78,F,1,0,0,0,1.609438
54,M,0,0,1,0,2.397895
48,U,0,0,0,1,1.791759
51,F,1,0,0,0,2.639057
49,U,0,0,0,0,2.70805
60,F,1,1,0,0,2.197225
54,F,1,0,0,0,2.995732
