ID,DemAffl,DemAge,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,PromClass_Dummy_Platinum,PromClass_Dummy_Gold,PromClass_Dummy_Silver,DemAffl_M,DemAge_M,PromTime_M,DemClusterGroup_M,DemGender_M,DemReg_M,DemTVReg_M,promSpend_Log,promTime_Log,DemAffl_Log
27486095,7,35,F,U,Midlands,Midlands,Silver,500,1,0,0,0,1,0,0,0,0,0,0,0,6.2166061011,0.6931471806,2.0794415417
27489825,8,52,A,F,Midlands,Midlands,Gold,5420,6,1,0,1,0,0,0,0,0,0,0,0,8.5980355793,1.9459101491,2.1972245773
27490106,6,75,E,F,South West,S West,Gold,8000,9,0,0,1,0,0,0,0,0,0,0,0,8.9873218129,2.302585093,1.9459101491
27490459,11,41,D,M,Midlands,Wales & West,Silver,500,9,0,0,0,1,0,0,0,0,0,0,0,6.2166061011,2.302585093,2.4849066498
27493369,16,44,C,M,Midlands,Wales & West,Silver,3000,7,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,2.0794415417,2.8332133441
27493563,9,68,B,F,North,N East,Silver,1000,4,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.6094379124,2.302585093
27493822,7,39,E,U,South East,S & S East,Silver,2000,1,1,0,0,1,0,0,0,0,1,0,0,7.6014023346,0.6931471806,2.0794415417
27493911,13,70,D,F,South East,S & S East,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.0794415417,2.6390573296
27495884,8,39,E,F,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.1972245773
27497216,7,36,F,U,Midlands,Midlands,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.0794415417,2.0794415417
27501566,11,57,F,M,North,Yorkshire,Silver,3000,10,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,2.3978952728,2.4849066498
27502538,13,76,C,F,South East,London,Silver,3000,17,1,0,0,1,0,0,0,0,0,0,0,8.0067008454,2.8903717579,2.6390573296
27502899,7,62,B,F,Scottish,C Scotland,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,8.699681401,0.6931471806,2.0794415417
27506428,10,74,C,F,Scottish,N Scot,Gold,7000,18,0,0,1,0,0,0,0,0,0,0,0,8.853808275,2.9444389792,2.3978952728
27507602,6,54,A,F,South East,London,Tin,0.01,8,0,0,0,0,0,1,0,0,0,0,0,0.0099503309,2.1972245773,1.9459101491
27509028,8,43,D,F,North,N West,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.1972245773
27514161,8,44,F,U,Midlands,Wales & West,Silver,1000,4,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.6094379124,2.1972245773
27514773,11,54,C,F,Midlands,Midlands,Gold,10000,8,1,0,1,0,0,1,0,0,0,0,0,9.210440367,2.1972245773,2.4849066498
27515435,9,49,D,F,South East,London,Tin,0.01,5,0,0,0,0,0,0,1,0,0,0,0,0.0099503309,1.7917594692,2.302585093
27516512,9,47,C,F,Unknown,Unknown,Gold,6000,1,0,0,1,0,0,0,0,0,0,1,1,8.699681401,0.6931471806,2.302585093
27517810,8,62,A,F,South East,London,Silver,5000,3,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,1.3862943611,2.1972245773
27518345,9,39,F,F,Midlands,Midlands,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.302585093
27518574,9,54,U,F,South East,S & S East,Silver,1800,8,0,0,0,1,0,1,0,1,0,0,0,7.4960973452,2.1972245773,2.302585093
27519899,5,70,B,U,South West,S West,Gold,6107.64,6,0,0,1,0,0,0,0,0,1,0,0,8.7174594415,1.9459101491,1.7917594692
27520250,9,78,A,F,Midlands,Midlands,Silver,2000,5,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,1.7917594692,2.302585093
27521923,6,50,F,F,North,N West,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,1.9459101491
27524493,8,60,F,M,Midlands,East,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.1972245773
27530175,8,74,B,F,South East,London,Silver,5000,4,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,1.6094379124,2.1972245773
27532704,7,54,F,F,Midlands,Wales & West,Silver,1500,1,1,0,0,1,0,1,0,0,0,0,0,7.3138868316,0.6931471806,2.0794415417
27534340,30,38,E,F,Scottish,C Scotland,Silver,1000,2,1,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.0986122887,3.4339872045
27537757,2,45,D,F,South East,S & S East,Gold,7400,5,0,0,1,0,0,0,0,0,0,0,0,8.9093704052,1.7917594692,1.0986122887
27540448,6,63,F,U,Scottish,C Scotland,Gold,8000,25,0,0,1,0,0,0,0,0,1,0,0,8.9873218129,3.258096538,1.9459101491
27542475,13,52,D,F,Midlands,Midlands,Gold,10000,1,0,0,1,0,0,0,0,0,0,0,0,9.210440367,0.6931471806,2.6390573296
27544257,8,54,F,F,North,Yorkshire,Gold,6053.35,6,1,0,1,0,0,0,0,0,0,0,0,8.7085323009,1.9459101491,2.1972245773
27544818,9,66,C,M,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.302585093
27545040,4,39,U,F,North,Yorkshire,Tin,0.01,4,0,0,0,0,0,0,0,1,0,0,0,0.0099503309,1.6094379124,1.6094379124
27546551,6,52,D,M,North,Yorkshire,Silver,0.02,5,0,0,0,1,0,0,1,0,0,0,0,0.0198026273,1.7917594692,1.9459101491
27550362,8,69,D,F,Scottish,Border,Gold,14060.1,8,0,0,1,0,0,0,0,0,0,0,0,9.5511673984,2.1972245773,2.1972245773
27551393,9,74,B,F,Midlands,Midlands,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,2.302585093
27552101,5,58,A,U,Midlands,Midlands,Silver,1000,8,0,0,0,1,0,0,0,0,1,0,0,6.9087547793,2.1972245773,1.7917594692
27557456,12,47,D,M,Midlands,East,Silver,600,6,0,0,0,1,0,0,0,0,0,0,0,6.3985949345,1.9459101491,2.5649493575
27561275,13,67,C,F,South East,S & S East,Gold,5320.5,11,0,0,1,0,0,0,0,0,0,0,0,8.5795104975,2.4849066498,2.6390573296
27564754,8,45,C,M,South East,London,Silver,2000,11,0,0,0,1,0,0,0,0,0,0,0,7.6014023346,2.4849066498,2.1972245773
27565297,6,70,B,U,Midlands,Wales & West,Gold,6000,6,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.9459101491,1.9459101491
27566706,12,61,D,F,Scottish,C Scotland,Gold,7500,4,0,0,1,0,0,0,0,0,0,0,0,8.922791624,1.6094379124,2.5649493575
27570029,6,75,B,F,South East,London,Gold,12053.35,24,0,0,1,0,0,0,0,0,0,0,0,9.3971808696,3.2188758249,1.9459101491
27571882,6,50,A,F,South East,London,Platinum,25000,1,0,1,0,0,0,0,0,0,0,0,0,10.126671103,0.6931471806,1.9459101491
27573273,6,57,C,M,North,N West,Gold,6000,8,0,0,1,0,0,0,0,0,0,0,0,8.699681401,2.1972245773,1.9459101491
27575020,9,28,A,F,South East,London,Tin,0.01,6,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.9459101491,2.302585093
27575616,5,48,D,U,North,Yorkshire,Silver,3000,5,0,0,0,1,0,0,1,0,1,0,0,8.0067008454,1.7917594692,1.7917594692
27575918,8,53,F,U,South West,S West,Tin,0.01,5,0,0,0,0,0,0,0,0,1,0,0,0.0099503309,1.7917594692,2.1972245773
27576116,7,54,B,F,South East,London,Gold,12000,4,0,0,1,0,0,1,0,0,0,0,0,9.3927452586,1.6094379124,2.0794415417
27577368,11,67,D,F,Midlands,Midlands,Gold,6000,1,0,0,1,0,0,0,0,0,0,0,0,8.699681401,0.6931471806,2.4849066498
27579182,3,53,B,F,North,Yorkshire,Silver,3000,3,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,1.3862943611,1.3862943611
27582949,9,29,B,F,North,Yorkshire,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.302585093
27585506,6,48,D,M,Unknown,Unknown,Tin,0.01,4,0,0,0,0,0,0,0,0,0,1,1,0.0099503309,1.6094379124,1.9459101491
27586251,12,51,C,M,Midlands,Midlands,Silver,1250,4,0,0,0,1,0,0,0,0,0,0,0,7.1316985105,1.6094379124,2.5649493575
27587770,11,50,B,U,North,N East,Silver,1220,9,0,0,0,1,0,0,0,0,1,0,0,7.1074254741,2.302585093,2.4849066498
27594904,8,77,B,F,South East,London,Gold,6107.64,5,0,0,1,0,0,0,0,0,0,0,0,8.7174594415,1.7917594692,2.1972245773
27595625,6,33,B,U,North,N West,Silver,600,1,0,0,0,1,0,0,0,0,0,0,0,6.3985949345,0.6931471806,1.9459101491
27596303,9,59,F,F,Midlands,East,Silver,1000,3,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.3862943611,2.302585093
27596931,11,39,A,U,South East,London,Silver,600,7,1,0,0,1,0,0,0,0,1,0,0,6.3985949345,2.0794415417,2.4849066498
27598446,5,58,A,F,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,1.7917594692
27600734,8,47,C,M,South East,London,Gold,6000,13,1,0,1,0,0,0,0,0,0,0,0,8.699681401,2.6390573296,2.1972245773
27603970,4,50,B,M,South East,London,Silver,3076.28,5,0,0,0,1,0,0,0,0,0,0,0,8.0318013689,1.7917594692,1.6094379124
27604934,14,32,C,F,Midlands,Midlands,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.7080502011
27606902,14,52,F,F,South East,London,Silver,500,11,1,0,0,1,0,0,0,0,0,0,0,6.2166061011,2.4849066498,2.7080502011
27607291,9,25,F,F,South East,London,Silver,50.38,3,1,0,0,1,0,0,0,0,0,0,0,3.9392489917,1.3862943611,2.302585093
27608697,10,54,F,F,North,N West,Silver,1224.91,5,0,0,0,1,0,1,0,0,0,0,0,7.1114387043,1.7917594692,2.3978952728
27609669,10,52,D,M,South East,S & S East,Gold,10800,8,0,0,1,0,0,0,0,0,0,0,0,9.2873940014,2.1972245773,2.3978952728
27611469,5,34,A,M,South East,London,Silver,50,5,0,0,0,1,0,0,1,0,0,0,0,3.9318256327,1.7917594692,1.7917594692
27616622,10,67,D,F,South East,S & S East,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.0794415417,2.3978952728
27620174,6,76,F,M,North,Yorkshire,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,1.9459101491
27620506,6,39,F,M,Unknown,Unknown,Silver,2000,1,1,0,0,1,0,0,0,0,0,1,1,7.6014023346,0.6931471806,1.9459101491
27622878,14,54,B,U,Midlands,Midlands,Silver,2000,17,0,0,0,1,0,0,0,0,1,0,0,7.6014023346,2.8903717579,2.7080502011
27624153,8,63,D,F,South East,London,Gold,6250,23,0,0,1,0,0,0,0,0,0,0,0,8.7404967299,3.1780538303,2.1972245773
27624609,2,32,U,U,South East,S & S East,Tin,0.01,4,0,0,0,0,0,0,0,1,1,0,0,0.0099503309,1.6094379124,1.0986122887
27625125,7,55,C,F,Midlands,East,Gold,10000,4,0,0,1,0,0,0,0,0,0,0,0,9.210440367,1.6094379124,2.0794415417
27626989,5,72,C,M,Midlands,East,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,1.7917594692
27633640,5,38,D,M,South East,London,Silver,1000,8,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,2.1972245773,1.7917594692
27637050,10,47,C,M,Midlands,Midlands,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.3978952728
27638138,2,67,D,F,South East,London,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,1.0986122887
27638960,4,55,D,M,Midlands,Midlands,Gold,10000,3,0,0,1,0,0,0,0,0,0,0,0,9.210440367,1.3862943611,1.6094379124
27644383,15,27,D,F,South East,London,Gold,6053.35,6,1,0,1,0,0,0,0,0,0,0,0,8.7085323009,1.9459101491,2.7725887222
27651908,9,54,C,F,South East,London,Tin,0.01,7,1,0,0,0,0,1,0,0,0,0,0,0.0099503309,2.0794415417,2.302585093
27652262,10,64,C,M,North,Yorkshire,Silver,1000,6,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.9459101491,2.3978952728
27653730,9,57,E,F,Midlands,Wales & West,Silver,500,9,0,0,0,1,0,0,0,0,0,0,0,6.2166061011,2.302585093,2.302585093
27654710,13,61,B,F,South West,S West,Gold,10000,5,1,0,1,0,0,0,0,0,0,0,0,9.210440367,1.7917594692,2.6390573296
27655563,15,55,C,F,South East,London,Silver,5000,4,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,1.6094379124,2.7725887222
27655636,6,46,D,F,South East,London,Gold,9000,8,0,0,1,0,0,0,0,0,0,0,0,9.1050909613,2.1972245773,1.9459101491
27656225,6,34,B,F,South East,S & S East,Gold,6700,6,0,0,1,0,0,0,0,0,0,0,0,8.810012048,1.9459101491,1.9459101491
27656594,10,40,C,F,Midlands,East,Silver,420,4,0,0,0,1,0,0,0,0,0,0,0,6.0426328337,1.6094379124,2.3978952728
27658627,6,65,F,U,North,N East,Silver,100,3,0,0,0,1,0,0,0,0,1,0,0,4.6151205168,1.3862943611,1.9459101491
27659836,14,34,B,M,South East,London,Silver,100,1,0,0,0,1,0,0,0,0,0,0,0,4.6151205168,0.6931471806,2.7080502011
27668959,7,55,E,F,South East,S & S East,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.0794415417
27675831,9,35,E,U,Midlands,East,Silver,4000,8,0,0,0,1,0,0,0,0,1,0,0,8.2942996089,2.1972245773,2.302585093
27676544,7,44,C,F,Midlands,East,Tin,0.01,8,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.0794415417
27676951,11,48,E,F,Midlands,East,Silver,2665.73,2,0,0,0,1,0,0,0,0,0,0,0,7.8886082817,1.0986122887,2.4849066498
27679985,11,55,D,F,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.4849066498
27681866,12,66,A,M,Scottish,C Scotland,Silver,3328,5,0,0,0,1,0,0,0,0,0,0,0,8.1104272376,1.7917594692,2.5649493575
27682927,6,43,C,F,South East,London,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,1.9459101491
27687392,7,45,E,M,South East,London,Tin,0.01,6,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.9459101491,2.0794415417
27692787,11,55,E,M,South East,S & S East,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,2.4849066498
27693457,7,75,B,M,North,Yorkshire,Gold,15000,4,0,0,1,0,0,0,0,0,0,0,0,9.6158721445,1.6094379124,2.0794415417
27694348,6,63,E,F,Midlands,East,Gold,8000,6,0,0,1,0,0,0,0,0,0,0,0,8.9873218129,1.9459101491,1.9459101491
27694887,4,78,A,M,South East,London,Gold,6420,10,0,0,1,0,0,0,0,0,0,0,0,8.7673291478,2.3978952728,1.6094379124
27695484,6,78,U,F,South East,S & S East,Gold,6827.6,6,0,0,1,0,0,0,0,1,0,0,0,8.8288749535,1.9459101491,1.9459101491
27696618,9,30,F,F,South East,London,Silver,1900.8,9,1,0,0,1,0,0,0,0,0,0,0,7.5505560851,2.302585093,2.302585093
27696871,5,57,B,U,Midlands,Wales & West,Gold,6025,9,0,0,1,0,0,0,0,0,1,0,0,8.7038387197,2.302585093,1.7917594692
27697606,8,72,E,F,South East,S & S East,Gold,6000,25,0,0,1,0,0,0,0,0,0,0,0,8.699681401,3.258096538,2.1972245773
27698327,4,52,F,F,Midlands,East,Silver,3000,3,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,1.3862943611,1.6094379124
27701727,8,40,E,F,South East,S & S East,Tin,0.01,8,1,0,0,0,1,0,0,0,0,0,0,0.0099503309,2.1972245773,2.1972245773
27702413,10,62,B,F,Scottish,N Scot,Silver,5000,13,1,0,0,1,0,0,0,0,0,0,0,8.5173931714,2.6390573296,2.3978952728
27704769,5,59,D,F,North,N West,Silver,0.03,5,0,0,0,1,0,0,0,0,0,0,0,0.0295588022,1.7917594692,1.7917594692
27705463,4,19,A,F,Unknown,Unknown,Silver,5000,2,0,0,0,1,0,0,0,0,0,1,1,8.5173931714,1.0986122887,1.6094379124
27706435,8,56,D,M,South East,London,Gold,12000,7,0,0,1,0,0,0,0,0,0,0,0,9.3927452586,2.0794415417,2.1972245773
27708632,6,60,A,U,South East,London,Gold,14000,6,0,0,1,0,0,0,0,0,1,0,0,9.5468840346,1.9459101491,1.9459101491
27710858,9,42,D,M,South East,London,Silver,3053.82,6,0,0,0,1,0,0,0,0,0,0,0,8.0244759501,1.9459101491,2.302585093
27714446,6,45,F,M,Scottish,C Scotland,Silver,720,9,0,0,0,1,0,0,0,0,0,0,0,6.5806391373,2.302585093,1.9459101491
27715639,8,57,B,F,Midlands,Midlands,Gold,10000,4,0,0,1,0,0,0,0,0,0,0,0,9.210440367,1.6094379124,2.1972245773
27719979,5,58,F,F,South East,London,Gold,13200,8,0,0,1,0,0,0,0,0,0,0,0,9.4880478633,2.1972245773,1.7917594692
27720721,8,39,C,U,Midlands,Midlands,Tin,0.01,5,0,0,0,0,1,0,0,0,0,0,0,0.0099503309,1.7917594692,2.1972245773
27721663,9,74,D,F,Scottish,C Scotland,Platinum,31000,6,0,1,0,0,0,0,0,0,0,0,0,10.341774741,1.9459101491,2.302585093
27723623,5,63,D,U,North,N West,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,1.7917594692
27724255,2,63,B,U,South East,S & S East,Gold,10000,21,0,0,1,0,0,0,0,0,1,0,0,9.210440367,3.0910424534,1.0986122887
27725413,5,42,F,F,North,Yorkshire,Silver,1000,1,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,0.6931471806,1.7917594692
27726576,9,66,F,U,North,N East,Platinum,29987.28,4,0,1,0,0,0,0,0,0,0,0,0,10.308561918,1.6094379124,2.302585093
27726851,5,52,C,F,South East,London,Silver,500,10,0,0,0,1,0,0,0,0,0,0,0,6.2166061011,2.3978952728,1.7917594692
27726878,4,49,D,F,Midlands,Midlands,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,1.6094379124
27730786,10,38,F,F,South East,S & S East,Tin,0.01,10,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.3978952728,2.3978952728
27735621,9,48,C,M,North,Yorkshire,Gold,5097.5,8,0,0,1,0,0,0,0,0,0,0,0,8.5367016578,2.1972245773,2.302585093
27736334,13,51,A,F,South East,London,Gold,6000,6,1,0,1,0,0,0,0,0,0,0,0,8.699681401,1.9459101491,2.6390573296
27737276,12,54,E,F,South East,London,Silver,600,8,1,0,0,1,0,0,0,0,0,0,0,6.3985949345,2.1972245773,2.5649493575
27738272,4,55,C,M,South East,London,Gold,10105.32,7,0,0,1,0,0,0,0,0,0,0,0,9.2209162497,2.0794415417,1.6094379124
27739600,9,68,E,M,South East,London,Silver,3000,1,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,0.6931471806,2.302585093
27739910,9,48,E,F,North,N West,Silver,1000,7,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,2.0794415417,2.302585093
27741443,7,51,C,F,South East,S & S East,Silver,4884.25,8,0,0,0,1,0,0,0,0,0,0,0,8.4939757402,2.1972245773,2.0794415417
27741893,7,45,F,U,Scottish,C Scotland,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,2.0794415417
27745414,10,60,C,U,South East,London,Gold,16202.79,13,0,0,1,0,0,0,0,0,1,0,0,9.6930004445,2.6390573296,2.3978952728
27745945,8,59,A,F,South East,London,Silver,100,1,0,0,0,1,0,0,0,0,0,0,0,4.6151205168,0.6931471806,2.1972245773
27748928,5,37,A,U,South East,London,Gold,7000,11,0,0,1,0,0,0,0,0,1,0,0,8.853808275,2.4849066498,1.7917594692
27753409,10,35,D,F,North,N West,Tin,0.01,6,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.9459101491,2.3978952728
27757110,4,67,F,F,South East,London,Gold,6000,8,0,0,1,0,0,0,0,0,0,0,0,8.699681401,2.1972245773,1.6094379124
27766551,4,31,E,M,South East,S & S East,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,1.6094379124
27767426,6,49,E,M,Midlands,Midlands,Silver,4842.12,9,0,0,0,1,0,0,0,0,0,0,0,8.4853144201,2.302585093,1.9459101491
27768546,16,72,B,F,South East,London,Silver,3053,6,0,0,0,1,0,0,0,0,0,0,0,8.0242074858,1.9459101491,2.8332133441
27771784,14,33,D,F,Midlands,Midlands,Silver,0.02,8,1,0,0,1,0,0,0,0,0,0,0,0.0198026273,2.1972245773,2.7080502011
27772314,7,55,D,M,South East,London,Silver,600,8,0,0,0,1,0,0,0,0,0,0,0,6.3985949345,2.1972245773,2.0794415417
27773159,11,49,A,F,Midlands,Midlands,Tin,0.01,7,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.0794415417,2.4849066498
27780511,9,53,F,F,South East,London,Silver,600,8,0,0,0,1,0,0,0,0,0,0,0,6.3985949345,2.1972245773,2.302585093
27781046,8,66,B,F,Midlands,Wales & West,Platinum,28937.6,8,0,1,0,0,0,0,0,0,0,0,0,10.272931623,2.1972245773,2.1972245773
27781623,12,73,D,F,Midlands,Midlands,Gold,10526.81,19,0,0,1,0,0,0,0,0,0,0,0,9.2617756063,2.9957322736,2.5649493575
27785173,9,78,B,F,South East,London,Gold,6000,9,0,0,1,0,0,0,0,0,0,0,0,8.699681401,2.302585093,2.302585093
27788458,8,71,B,F,Scottish,N Scot,Gold,12000,6,0,0,1,0,0,0,0,0,0,0,0,9.3927452586,1.9459101491,2.1972245773
27791068,4,47,D,F,Midlands,Midlands,Silver,1000,9,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,2.302585093,1.6094379124
27791963,9,75,C,F,South East,London,Gold,14000,5,0,0,1,0,0,0,0,0,0,0,0,9.5468840346,1.7917594692,2.302585093
27795195,4,52,B,U,South East,S & S East,Silver,3000,11,0,0,0,1,0,0,0,0,1,0,0,8.0067008454,2.4849066498,1.6094379124
27799719,13,49,E,M,South East,London,Silver,360,1,1,0,0,1,0,0,0,0,0,0,0,5.8888779583,0.6931471806,2.6390573296
27803368,5,73,C,F,South East,London,Gold,12000,9,0,0,1,0,0,0,0,0,0,0,0,9.3927452586,2.302585093,1.7917594692
27803503,4,66,B,F,South East,London,Silver,3000,8,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,2.1972245773,1.6094379124
27807290,10,63,F,F,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.3978952728
27808955,8,46,F,M,South East,London,Tin,0.01,5,0,0,0,0,1,0,0,0,0,0,0,0.0099503309,1.7917594692,2.1972245773
27809951,7,72,D,F,Midlands,East,Silver,4000,2,0,0,0,1,0,0,0,0,0,0,0,8.2942996089,1.0986122887,2.0794415417
27811808,7,54,D,M,South East,S & S East,Silver,1000,9,0,0,0,1,0,1,0,0,0,0,0,6.9087547793,2.302585093,2.0794415417
27813290,5,57,A,M,North,Yorkshire,Silver,0.02,8,0,0,0,1,0,0,0,0,0,0,0,0.0198026273,2.1972245773,1.7917594692
27814319,6,40,D,F,North,Yorkshire,Tin,0.01,8,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,2.1972245773,1.9459101491
27816141,7,54,A,M,South East,S & S East,Gold,12053.35,15,1,0,1,0,0,1,0,0,0,0,0,9.3971808696,2.7725887222,2.0794415417
27819132,4,74,D,F,Midlands,Midlands,Gold,6000,2,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.0986122887,1.6094379124
27819507,7,55,C,F,Midlands,Midlands,Tin,0.01,5,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.0794415417
27823229,3,70,B,M,Unknown,Unknown,Tin,0.01,9,0,0,0,0,0,0,0,0,0,1,1,0.0099503309,2.302585093,1.3862943611
27824853,11,20,B,F,Midlands,East,Gold,18000,2,0,0,1,0,0,0,0,0,0,0,0,9.7981825909,1.0986122887,2.4849066498
27825000,10,53,C,F,South East,London,Silver,500,17,0,0,0,1,0,0,0,0,0,0,0,6.2166061011,2.8903717579,2.3978952728
27826511,6,48,B,F,North,Yorkshire,Gold,9000,2,0,0,1,0,0,0,0,0,0,0,0,9.1050909613,1.0986122887,1.9459101491
27827267,10,36,E,F,Midlands,East,Silver,2500,3,1,0,0,1,0,0,0,0,0,0,0,7.8244459309,1.3862943611,2.3978952728
27831264,12,63,B,F,North,Yorkshire,Silver,5000,4,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,1.6094379124,2.5649493575
27832104,5,75,B,F,South East,S & S East,Gold,6105.32,8,0,0,1,0,0,0,0,0,0,0,0,8.7170795794,2.1972245773,1.7917594692
27832171,5,59,B,F,North,N West,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,1.7917594692
27834778,10,57,A,F,South East,S & S East,Silver,3000,3,0,0,0,1,0,0,0,0,0,0,0,8.0067008454,1.3862943611,2.3978952728
27836061,11,45,C,M,Midlands,Midlands,Silver,4000,12,0,0,0,1,0,0,0,0,0,0,0,8.2942996089,2.5649493575,2.4849066498
27838129,5,58,A,F,South East,London,Gold,6000,6,0,0,1,0,0,0,0,0,0,0,0,8.699681401,1.9459101491,1.7917594692
27841189,12,37,F,M,South East,S & S East,Tin,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.6094379124,2.5649493575
27841472,3,42,E,F,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,1.3862943611
27843289,9,43,C,U,South East,London,Silver,1000,5,0,0,0,1,0,0,0,0,0,0,0,6.9087547793,1.7917594692,2.302585093
27843386,8,74,B,M,South East,S & S East,Gold,9000,3,0,0,1,0,1,0,0,0,0,0,0,9.1050909613,1.3862943611,2.1972245773
27847128,14,62,D,M,Midlands,Midlands,Silver,5000,5,0,0,0,1,0,0,0,0,0,0,0,8.5173931714,1.7917594692,2.7080502011
27855619,6,70,B,U,South East,London,Gold,10000,8,0,0,1,0,0,0,0,0,1,0,0,9.210440367,2.1972245773,1.9459101491
27855856,8,41,F,U,Scottish,N Scot,Silver,50,9,0,0,0,1,1,0,0,0,1,0,0,3.9318256327,2.302585093,2.1972245773
27855899,11,37,D,F,Scottish,Border,Silver,420,4,1,0,0,1,0,0,0,0,0,0,0,6.0426328337,1.6094379124,2.4849066498
27858596,9,44,F,U,Midlands,Midlands,Gold,6107.64,6,0,0,1,0,0,0,0,0,1,0,0,8.7174594415,1.9459101491,2.302585093
27859673,8,50,E,M,Midlands,Midlands,Silver,0.02,9,0,0,0,1,0,0,0,0,0,0,0,0.0198026273,2.302585093,2.1972245773
27861236,13,38,A,F,South East,London,Tin,0.01,5,1,0,0,0,0,0,0,0,0,0,0,0.0099503309,1.7917594692,2.6390573296
27861864,6,55,B,M,South East,London,Silver,1500,6,0,0,0,1,0,0,0,0,0,0,0,7.3138868316,1.9459101491,1.9459101491
27864871,8,67,D,M,South East,S & S East,Gold,20000,4,0,0,1,0,1,0,0,0,0,0,0,9.9035375513,1.6094379124,2.1972245773
